"RC2","RC3","RC6","RC1","RC4","RC10","RC7","RC8","RC14","RC5","RC9","RC11","RC15","RC12","RC13","Filename"
-0.533363570894037,-0.0154573473476096,-0.48503875405649,-0.410720685040545,-0.473373670436298,-0.695083030598664,-0.138695767250035,-0.540837054111695,-0.427207334455966,-0.31514465048084,-0.459498058964889,-0.211812511266302,0.179502127802688,-0.539934244813056,0.00606054050289563,"2_1_124.txt"
-0.340663176937593,-0.402247892969431,-0.765975104771301,-0.426861177228978,-0.149291341527062,-0.348241366240647,-0.313707371050322,-0.346664668397635,0.137743062575495,-0.0225623317847085,-0.185861079650154,-0.186286980908566,1.14564483437632,-0.0833727989753331,-1.01144062116813,"2_1_125.txt"
-0.450741041566214,-0.576215758947858,-0.167754388776719,-0.73378006694454,-0.00386645099651755,0.288961870424619,0.0844562865676783,-0.0520915954554069,-0.134996800494882,-0.0644030424691612,-0.487417210910013,-0.644229362865918,-0.264807267543698,-0.824448095425173,-0.176030405464963,"2_1_126.txt"
-0.0697674823936427,-0.122961080782303,-0.0882177902986517,-0.625271687770647,0.347575132239889,-1.04264082526401,0.28903399658949,-0.339249646765308,0.104749112656323,0.177691484454316,-0.286043959146567,-0.961899633358684,0.542540734918895,0.418212781473658,-0.0857631236781967,"2_1_129.txt"
0.146038332841308,-0.0985267489161964,-0.3109647627594,-0.732893234426067,-1.36187635856736,0.392949992377243,-0.358066229863387,-0.647536630440544,0.671405005853984,0.0278468706498497,-0.731692699168401,-0.374777144759751,0.704190780765215,-0.523053872615781,-0.361685511311427,"2_1_128.txt"
-0.194571138251477,-0.917601709130434,-0.986208463177564,0.0779846792649312,1.14359758144272,0.398989488127197,-0.311112748381035,0.659237633582813,0.455566273205829,-0.52652532632342,-1.32457838589023,-0.297751977014349,0.337268334081578,-0.704537462038851,-0.307565893648966,"2_1_127.txt"
0.2935716635517,0.537357151541856,-0.928666430807647,0.224280272593845,-1.26163142319725,0.318638866013318,-0.447145752071119,-0.294950515578989,-0.0978953209815095,1.31288768987207,-0.424685253774851,-0.877497329179539,0.882494638097813,-1.65943468596839,-0.38416298917095,"2_1_132.txt"
-0.647804811973106,1.55032875717831,-0.0802888045867823,-0.135404655989445,3.17453070602997,-0.5994571072068,-0.315937066124204,-0.0443855195905761,-0.21635830187908,-0.53298592479151,-0.642638767640294,-0.273289117174661,-1.04929981314288,-0.357854268121205,-1.2797061030374,"2_1_130.txt"
0.29271289342764,0.575868962992668,-0.598545780081987,-0.576213416017247,-0.0900390488369867,-0.827384670575953,-0.346106865509547,-0.507375754497011,0.890514454379029,-0.503088007557092,0.278048062286221,-0.914754739899628,0.00924926359636321,-0.616820506513563,-0.490122664737742,"2_1_133.txt"
-0.576001503650385,-1.00364819422729,-0.516764082993195,-0.414840690909618,0.155581190880039,0.669910897622208,-0.346320767875996,0.112950400578182,0.93726910172486,-0.250928092114358,-0.811135201268768,-0.312635748063971,-0.194768117166079,-0.943946980717915,0.406229962789677,"2_2_135.txt"
-0.371832248724175,0.257409139412814,-0.354831675869396,-0.600424621873136,-0.914627469278783,0.285775765436442,-0.232723325362854,-0.668757299842624,-0.62721114968598,0.161602333048444,0.48714557178338,-0.863059497975913,-0.727327946806103,-0.705916787734326,2.67832044355827,"2_2_136.txt"
-0.397129787010435,-1.05123283503554,-1.08132665910205,-0.532000344163679,1.02373204369887,0.180097636878837,-0.74047464139879,-0.199693397611174,0.934054759935248,-0.576593111741267,-0.545105641988914,-0.0740157188566011,-0.387429041325345,-0.693292867929095,1.70087117728719,"2_3_143.txt"
-0.0418894912445471,-0.76003034332762,-0.736328344213816,-0.867394130977987,0.534814610648066,1.05075565829293,-0.204622303269518,-0.133132074125349,0.328365575411398,0.215920777164362,-0.810590373834434,-1.27109367150634,-0.258300647589554,-0.829213914950192,0.0924630374042886,"2_3_142.txt"
