"","RC2","RC3","RC1","RC5","RC4"
"play",-0.0440017572290585,0.179204999406978,0.0586579998999882,-0.02571692506852,-0.0812400363524828
"game",-0.0309335641927624,0.108195703561531,0.039919857930468,0.0141218417453793,-0.0661645050891872
"mind",0.013717763764723,-0.0520446027487021,0.0313740594457107,0.0671354891608726,0.269852714459662
"phone",-0.0584535637515856,0.113634779084914,0.0823433728423111,0.176503993247016,-0.109616039476491
"wait",-0.0324493606111227,0.11022881172491,0.154777663460339,0.0811738091446766,0.00661995536662724
"computer",0.0815012386949399,-0.0276949004429967,0.0400395163600557,0.0941484935121413,0.0308788654898415
"call",-0.0469824527068225,0.154388197270235,-0.0214746727804408,0.229758861990845,0.079262882570898
"move",0.0546691934273893,0.112428088454578,0.0437007648591382,0.22366024416205,-0.0574667017869699
"quick",0.0883829432598734,0.0373578083037473,0.116899978086873,0.0444795927880992,-0.0178183431914325
"pay",0.248246988902129,-0.144480667071375,0.144497147402266,0.118404955545071,-0.348278406377126
"attention",0.269419625688953,-0.160395088874553,0.157205326213658,0.110500701101021,-0.368446692908245
"answer",0.179550298715628,-0.0096136400370627,0.0361730249146652,0.221289754686493,-0.0973656285415048
"work",0.0846441353953675,0.00535837093506986,0.065349717885175,0.225845007108121,0.37335258205636
"coffee",-0.0324391003170306,0.102513366080573,0.148873353832644,0.0494792258523342,0.0546919893011738
"told",-0.00435791043826587,0.225781132622686,0.0108572406427012,0.222805733045809,-0.0168806288655641
"event",-0.0257270197982635,0.0985549771577031,-0.023998060206157,0.0522530986027835,0.0409588555303317
"place",-0.0404997272786057,0.167535421423688,0.00620190596774112,0.125031772758597,0.0616091825113657
"amuse",-0.0615434586752964,0.101683552614012,0.0400782769689028,0.0625945685973744,-0.148309774251099
"room",0.0469715101635796,0.201438422076917,0.151666515258392,-0.16049763358767,-0.0539053227165886
"study",0.325429119786154,0.0547311559781453,0.0422922582159419,-0.0696453644797632,0.254619170774326
"interest",0.111860228354427,0.0523518009967262,-0.00691868204631385,0.165209376643882,-0.107396844292339
"fact",0.0873235295007351,0.0824059278932224,0.0350803100541189,0.0385530881412971,0.0344722635472305
