"Filename","WC","RC2","RC3","RC1","RC5","RC4"
"1_1_10.txt",113,2.41935,6.45161,3.2258,5.64515,-1.6129
"1_1_3.txt",33,5.71428,2.85714,2.85714,0,0
"1_1_4.txt",35,0,12.8205,2.5641,5.1282,-2.5641
"1_1_5.txt",38,2.43902,4.87804,0,9.75608,4.87804
"1_1_6.txt",38,6.97674,4.65116,6.97674,2.32558,2.32558
"1_1_7.txt",59,0,7.57575,1.51515,10.60605,-3.0303
"1_1_8.txt",93,0.96154,0,3.84616,0.96154,-0.96154
"1_1_9.txt",109,4.2373,5.93222,3.38984,11.01698,1.69492
"1_10_83.txt",41,0,2.22222,4.44444,4.44444,0
"1_10_84.txt",205,1.34529,2.69058,1.79372,2.24215,1.79372
"1_10_85.txt",214,2.17391,2.1739,2.60869,6.08694,5.65217
"1_10_86.txt",213,0.42553,2.55317,4.25531,0.42553,2.97872
"1_11_94.txt",204,1.8018,2.7027,2.25225,5.4054,0.9009
"1_11_95.txt",207,2.24215,2.69058,1.34529,4.4843,0.89686
"1_12_100.txt",218,4.25531,3.82977,-0.42553,4.68083,4.68084
"1_12_98.txt",204,4.09094,4.09093,4.09093,3.6364,5.00003
"1_12_99.txt",207,6.84931,7.76255,3.65297,7.30592,5.47945
"1_13_109.txt",37,7.5,2.5,2.5,5,-2.5
"1_13_110.txt",201,2.31481,-1.00000000001765e-05,8.33332,3.24074,2.77779
"1_13_111.txt",209,0.85836,6.43773,2.57509,1.28754,-1.28757
"1_13_112.txt",216,3.73445,1.24483,2.48963,2.07469,-0.82987
"1_14_118.txt",204,0.9091,3.18184,2.27275,0.45455,1.8182
"1_14_119.txt",208,1.33333,6.22221,6.22221,2.66665,3.55555
"1_14_120.txt",208,0.8772,7.01754,2.6316,3.94738,0.4386
"1_2_14.txt",32,0,0,2.85714,5.71428,0
"1_2_15.txt",32,0,8.82354,0,2.94118,-2.94118
"1_2_16.txt",33,0,7.89474,5.26316,2.63158,0
"1_2_17.txt",39,-2.27272,6.81818,6.81818,-2.27272,-2.27273
"1_2_18.txt",173,3.66492,1.57068,0.52356,4.71204,2.6178
"1_2_19.txt",201,3.65296,1.82648,4.10958,3.19634,2.2831
"1_2_20.txt",204,0.89686,2.24215,0.44843,1.79372,0
"1_3_27.txt",135,1.35136,4.05408,1.35136,0.67568,0
"1_3_28.txt",150,1.14942,2.29884,2.87356,0.57471,-0.57471
