"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3960,1980.5,1143.29786145169,1980.5,1980.5,1467.774,1,3960,3959,0,-1.20090912909322,18.1681956543112
"WC",2,3960,131.718181818182,86.4890222523733,139,130.267361111111,121.5732,25,509,484,0.0480913390183869,-1.59635332537899,1.37440078496779
"RC2",3,3960,1.25734309343434,3.2448772337379,0.77221,1.07345861111111,2.255516445,-14.81481,17.85715,32.67196,0.656045212798204,2.53107670644392,0.0515644841510635
"RC6",4,3960,1.3786846489899,2.14189208742664,0.88496,1.07185710542929,1.312041696,-12,18.5185,30.5185,1.99604384398649,8.78314302522662,0.0340368995927074
"RC7",5,3960,2.74945491919192,2.77533151687938,2.33645,2.44506390782828,2.350084086,-6.06061,21.42858,27.48919,1.28877382744009,3.72114555043437,0.0441029129016451
"RC9",6,3960,3.48021851262626,2.99428626435875,3.093075,3.23592300505051,2.474199945,-10.25641,28.57144,38.82785,1.10795560856971,4.24248911111544,0.0475823322426335
"RC1",7,3960,3.30936253787879,3.26022135946754,2.816895,3.00925383522727,2.795160606,-15.78947,22.22224,38.01171,0.863863603485993,2.671568467517,0.0518083183151951
"RC4",8,3960,3.03740002525253,2.94278830322299,2.5974,2.70269211174242,2.206612884,-11.42857,24.24241,35.67098,1.2753674935683,4.18217701377493,0.0467639759198773
"RC8",9,3960,1.98576242171717,3.12588701064186,1.60967,1.81770444128788,2.386496742,-12,23.07692,35.07692,0.684129922561794,2.67704829948332,0.0496736053809292
"RC3",10,3960,0.907028681818182,3.36422844269799,0.46404,0.856021660353535,2.732958123,-14.81481,21.05263,35.86744,0.177902476456887,2.18732363017168,0.0534610993631415
"RC5",11,3960,1.99992985353535,2.68266270974356,1.38249,1.64228816603535,2.049679674,-7.69231,21.42858,29.12089,1.732525877079,6.30593856756014,0.0426303088884116
"RC10",12,3960,1.60943119444444,2.51996971485377,1.287545,1.42137476010101,1.908914217,-11.11111,17.94871,29.05982,1.05371565567168,3.71699886561179,0.0400449474857493
