"","RC1","RC2","RC4","RC3","RC5"
"play",-0.0615558625690306,-0.000521532496617839,-0.000897423382109975,0.0424376510341908,0.167677336386242
"video",-0.0771687461778943,-0.0139561326835628,0.0250698627570602,-0.0184473144741686,0.216158981482017
"phone",-0.034437901214161,-0.00478478172300154,-0.0251667666339149,0.0986095500319429,0.0728580240496769
"wait",0.0995026326587386,-0.0137643995332558,-0.0448696150933757,0.0453194532657461,-0.0405307898717772
"call",-0.0444667153368272,-0.0422892597556416,0.0292576649652415,0.142992949169318,0.0193414152734145
"move",-0.00262198723377421,0.0247014534289301,-0.0105659717522371,0.0869036000628606,-0.029144013610275
"quick",0.062794350855379,0.0397544230315323,-0.0128253997956318,0.00553325982516068,-0.0409357866520866
"answer",-0.012390455874738,0.0923589906698643,-0.0266076001775098,0.0761226464028853,-0.0318359324513323
"work",-0.000641066103372643,-0.0384605287834545,0.174682099482595,0.0584854423038833,-0.0666667660293522
"room",0.0307315785171372,0.0234863462506904,-0.0288117962921478,-0.0018540225707526,0.115592242175863
"study",0.0501057025431145,0.0765499808893417,0.079484093977938,-0.0179781299265902,-0.0308556820942649
"interest",-0.046660112239066,0.0757440163401087,-0.010221999914633,0.0460692855959409,0.0522468434758835
"told",0.0152847171167228,-0.0120182448230065,-0.0463216964304015,0.162245014839769,-0.0183971656391854
"place",0.0160852274195028,-0.0453577521702393,0.00512861205447144,0.071936746922994,0.000772854780587658
"bore",-0.0505698800184068,0.0697247677836057,0.0186370586771798,-0.0291752196403765,0.0868016707726431
"worry",0.00945390545259703,0.030554817851782,0.0551028532931986,0.00745335941132132,-0.0156315568395792
"realize",0.0193768867288768,0.0335436889613952,0.030636010992319,0.0390152999386527,-0.0236524987415165
"talk",-0.00911849055146812,0.0251735249236239,-0.0867592256383631,0.172620153744797,0.0620616580040065
"thought",0.00251942759135074,0.00707373778225384,0.0385531388146601,0.0700474350577456,-0.00897367917036215
"night",0.0471162855699049,0.0237870953097859,0.0761596966827643,-0.00758782835756769,0.0119600618616101
"minute",0.0536467436338303,0.0581572770272616,-0.0061310820295372,0.0250215340830973,-0.00840280999904162
"conversation",-0.0218639110471814,-0.0193713784493305,-0.0334230517138286,0.147359022862132,0.0294199066618664
"long",0.0355608284582423,0.00205189197457979,0.0305963674716703,0.0364013633617766,0.0167966291461796
"job",-0.036198261652103,-0.0304584854293802,0.0439954702153909,0.0955224445369802,-0.0424486906516208
"finish",0.0608195436449371,0.00728835316557403,0.10660265261017,-0.0414469952047395,0.0566463328000671
"walk",0.105885508274682,0.00810183306186642,-0.0577008584745903,0.0395925305171508,-0.0321686431866537
"ready",0.0841858525929259,0.0184002545363427,0.0068643418804418,-0.0121576793271116,-0.0107373658896363
"today",0.0690558685761169,0.0193894984974652,0.0670633793827347,0.0334931835019016,-0.0314432761196059
"friend",0.0137515211553524,-0.0067641123312056,-0.0215997130015913,0.128158321101213,0.096838660897128
"excite",0.0294539842128433,0.00147266125512493,-0.0626180105431458,0.0890062513096995,0.0837949540521523
"start",0.0383963351431875,0.0372506342257145,0.0676934112202748,0.0739250257308592,0.0443364140265197
"write",-0.0411723577611574,0.0743179432599241,0.0539166104047182,0.0091209082071831,-0.0295806496330568
"email",-0.00186243902312067,0.00754211078866701,-0.00154565769230313,0.051273233298546,-0.0542629370667367
"lab",0.0866109863289032,-0.0287495410808471,0.0324009999490029,0.0611146385903456,-0.0975435922105984
"day",0.0800021098726533,0.0200715904845424,0.0747935639901254,0.0556083409201994,0.0260743658410158
"group",-0.0283774072065921,0.024302819827321,-0.00815816785332071,0.0800744982984963,0.0172501411751276
"focus",-0.0112894180263266,0.04343736215415,0.098017821174951,-0.0314817270889995,-0.00340214471517045
"meet",0.0144913032524301,-0.025287796103538,0.0018687764481403,0.155750020571744,-0.0467800342742413
"lunch",0.160567815985916,-0.0535787441415346,-0.0289749069430404,-0.00264249339350264,0.0282056910041151
"show",-0.0413996344407927,0.00922011888064329,0.00170581913904108,0.0457868355591612,0.160453040086785
"sleep",0.052476010007971,0.00717184190004734,0.125430670952162,-0.0817716934136302,-0.0185174453331224
"relieve",0.000273370565636719,0.024737323307699,0.0405589995792209,0.0207239763035495,0.0492817392323298
"early",0.103423111892799,0.0363661132305946,0.0164716347899033,-0.00780092706488256,-0.0068953907603019
"people",0.0193904218336139,0.0110961100462393,0.0135031695771673,0.08918207472026,-0.0115002285608436
"decide",0.0474224553954094,-0.0288487983892202,0.0343078032716139,0.0199156043052101,0.0789613326441317
"plan",0.0181179081474124,-0.0305258244510476,0.0250246447206741,0.115965984244621,0.0134013720245017
"annoy",0.00303126549905253,0.010567680713708,-0.000305835493208678,0.0688672269229101,-0.0917623958859172
"relax",0.0257002615491536,-0.00101150078385589,0.0402209768035294,-0.057061197802791,0.217181398838117
"week",0.0310488510349929,0.0597305014647894,0.0233708605440837,0.0680430127141397,0.00132011236176349
"alone",-0.00710568590850585,-0.0583644644272649,0.170686582179087,-0.0552039027325846,0.0495081785220766
"homework",0.00309697169122526,0.0359200989064274,0.0879623124444718,-0.0479544253011117,0.0407827824149979
"close",0.0250038367815301,0.00995922315762154,-0.0154349354667795,0.0625302180678397,0.0159302939250357
"breakfast",0.179789041977519,-0.0459109403576287,-0.0197913509411394,-0.0580823246938201,-0.00167352008335668
"end",0.0291291040647991,0.06018348333577,0.00229434632890459,0.0509249690739907,-0.00209173675497544
"great",-0.0189148007025726,0.00868618679131296,0.013947871260652,0.0742529041995708,0.0574749818405169
"professor",-0.0168149791976417,0.263031597331231,-0.0495215246551598,-0.0207669866327977,0.0216594672727429
"frustrate",-0.0194716491026442,-0.00272603005715594,0.0635247449993778,0.0524532546431374,-0.110781992708399
"office",0.00647033321715272,0.00144891706609738,-0.00390802719559193,0.0992155077341125,-0.0802407179359081
"happy",0.0233143742023493,-0.0323121777344986,-0.0269490560451673,0.107790829192758,0.144361898990251
"discuss",-0.0443855460876505,0.0129339689375859,-0.0023521234752021,0.121982920837907,-0.00397337062759422
"stress",0.0278166023519739,0.0525976360477791,0.0640580053446932,-0.0130481133371171,-0.0223819881010967
"assignment",-0.00890527956223459,-0.0283467275719939,0.19042904688656,-0.0305067959786595,-0.0153640860806847
"lecture",0.0159677105454921,0.213152323623984,-0.0371976155340637,-0.0532505086745582,0.0149657224316726
"question",-0.0245412311444224,0.12900898822086,0.0111925062568884,0.0526621067726962,-0.0505055821443015
"hour",0.0676745150665033,0.0653482760116236,0.00849685987363901,0.0141190711245532,-0.0168732490698119
"left",0.0759245641123188,0.0001690775752936,-0.00124951872713834,0.0448884057468699,-0.0407112809541463
"problem",-0.0310424078692297,0.0538356470348982,0.0933924682098574,-0.0101389100234038,-0.0423348543636508
"learn",-0.0235673182196931,0.089292779966275,-0.000150053119845458,0.00245442049787065,-0.00680501587626502
"class",0.0351922733038946,0.258695175101183,-0.0498123695065014,-0.0662960196108899,0.0611666342574774
"enjoy",0.0360236988250736,0.0283520263174663,-0.047315325581103,0.0231483368770693,0.127802055362607
"paper",-0.036609906026113,0.0234964726751703,0.0718614222332597,0.0126321673686757,-0.0261941758307203
"due",-0.0135273865644051,0.0196572683698188,0.140938071771607,-0.0113347901608674,0.00202905019142421
"nervous",0.00680139817555672,0.0934553669575867,0.014026411776484,0.0108160328057238,-0.0149548674517952
"listen",-0.00402102009699634,0.0964312806734436,-0.0374872058346087,-0.00308436224799777,0.0332576721681939
"mood",0.0282228607227222,0.0334207383337,-0.00669029538224393,0.0183528635488283,0.0416730182284876
"nice",0.0532044182028623,0.00902653386707107,-0.0534431446918057,0.0831930381474331,0.052535663570325
"tire",0.0493256510942622,0.0265347362939762,0.0648016288694061,-0.0946030600143532,0.0145653657061064
"food",0.207022026594748,-0.0573703854605526,-0.0557867087621836,-0.0389154228942052,-0.00865996706914903
"leave",0.0687320760753011,0.000375086636932214,-0.023651665175257,0.0464724216171258,-0.0388995344979119
"read",-0.0141932273598813,0.0625487647744719,0.00442696696620687,0.0113822981876867,0.0188406529002134
"text",0.0112373299120606,0.0267411238799053,-0.0397981736237032,0.0600964482091775,0.0581894179561452
"morning",0.135432530409122,0.00711990713012297,0.0271658120316608,-0.0143736381485761,-0.0257536552151673
"prepare",0.0831582895898423,0.0661619591484481,0.0224254838113102,-0.0178282555759253,-0.0258865438643846
"eat",0.238342855282013,-0.0549942548489318,-0.0632300184657771,-0.0639372816366457,0.0343024594947818
"watch",-0.0734498731025229,-0.0226281260898247,0.0158632416450582,-0.0317687302120686,0.286379595429242
"note",0.0114477340776505,0.162700590303503,-0.011858900764478,-0.0430283647665514,-0.000166834637432608
"emotion",-0.0645863369726175,-0.0093122441449802,0.0997701633719757,-0.00309646089507574,0.09998027861733
"roommate",0.0127614184877736,-0.0384358253316838,-0.0224695629598782,0.046531060168746,0.0902218403656213
"student",-0.000916355114456,0.0530394651252789,0.0195500535824734,0.0628874164990624,-0.0698750140204563
"hard",-0.00354075504778881,0.073835525599352,0.0602765337537182,-0.00482209060840116,0.0134141827507281
"train",0.0465048542506055,-0.039484955267286,-0.0167602194029356,0.0745593769183804,-0.0976704796397255
"hungry",0.209293037782257,-0.0589931320542974,0.0042777328228276,-0.0950126206341703,-0.0277394297634768
"continue",-0.0424691125701655,0.0111947583010506,0.0355634027844891,0.0341804387025818,0.0803737378999267
"library",-0.0163459629359663,-0.0639644157164545,0.199102787043224,-0.0199108687916759,-0.0321189922576216
"weekend",0.0332959349578997,0.019053011447793,-0.0024985281774036,0.0536506458375054,0.0516989386026323
