"Filename","WC","RC1","RC2","RC4","RC3","RC5"
"1_1_10.txt",113,0.80645,1.6129,0.80645,4.8387,2.41935
"1_1_3.txt",33,5.71428,5.71428,2.85714,2.85714,2.85714
"1_1_4.txt",35,2.5641,0,0,7.6923,2.5641
"1_1_5.txt",38,2.43902,2.43902,2.43902,4.87804,2.43902
"1_1_6.txt",38,9.30232,6.97674,6.97674,4.65116,0
"1_1_7.txt",59,0,4.54545,1.51515,6.0606,3.0303
"1_1_8.txt",93,1.92308,-0.96154,2.88462,0,0.96154
"1_1_9.txt",109,3.38984,1.69492,3.38984,9.32206,-1.69492
"1_10_83.txt",41,2.22222,0,6.66666,4.44444,2.22222
"1_10_84.txt",205,4.03587,1.34529,2.69058,3.13901,2.24215
"1_10_85.txt",214,3.47826,1.73913,5.65217,6.08694,-2.6087
"1_10_86.txt",213,4.25531,0,2.12766,0.42552,2.97871
"1_11_94.txt",204,1.8018,0.9009,2.7027,4.95495,0
"1_11_95.txt",207,2.24215,1.79372,2.24215,5.82959,-0.89686
"1_12_100.txt",218,2.12765,3.82978,2.97872,4.2553,0.85106
"1_12_98.txt",204,5.00002,1.8182,2.72729,4.54548,0.45455
"1_12_99.txt",207,5.93607,4.10958,4.56621,9.13241,0.91324
"1_13_109.txt",37,2.5,5,2.5,2.5,0
"1_13_110.txt",201,6.48147,2.31481,5.09259,2.77777,-0.92593
"1_13_111.txt",209,3.00426,0.42918,1.28754,3.43345,1.71673
"1_13_112.txt",216,1.24482,1.24482,1.24482,2.0747,0.82988
"1_14_118.txt",204,2.27275,0,0.9091,0.9091,0.45455
"1_14_119.txt",208,4.44444,0.88888,1.77777,2.2222,1.33333
"1_14_120.txt",208,3.07018,0.43861,0.43861,4.82457,2.19298
"1_2_14.txt",32,0,2.85714,5.71428,5.71428,-2.85714
"1_2_15.txt",32,2.94118,0,-2.94118,5.88236,2.94118
"1_2_16.txt",33,2.63158,2.63158,2.63158,2.63158,5.26316
"1_2_17.txt",39,0,2.27273,0,0,6.81818
"1_2_18.txt",173,2.09424,2.09424,3.14136,3.66492,0.52356
"1_2_19.txt",201,2.2831,1.36986,2.2831,2.2831,1.36986
"1_2_20.txt",204,0.89686,0,0.44843,2.24215,0.89686
"1_3_27.txt",135,2.70272,0.67568,0,2.02704,1.35136
"1_3_28.txt",150,2.29884,1.14942,0,1.72413,0.57471
"1_3_29.txt",155,1.18344,0.59172,1.77516,1.77516,-0.59172
"1_4_33.txt",32,0,0,2.94118,2.94118,-2.94118
"1_4_34.txt",171,1.63044,2.17392,1.08696,3.26088,0.54348
"1_4_35.txt",182,2,0,2,4,-2.5
"1_4_36.txt",191,2.85714,0.47619,0.95238,5.71428,0
"1_5_39.txt",36,0,0,-2.5641,2.5641,2.5641
"1_5_40.txt",40,2.32558,11.6279,0,6.97674,4.65116
"1_5_41.txt",202,0.90498,3.16742,3.16743,5.42987,-3.16742
"1_5_42.txt",207,3.82979,-0.42553,5.55111512312578e-17,4.68085,0.85106
"1_5_43.txt",211,1.29309,0.43103,2.15516,2.5862,-0.86208
"1_6_46.txt",31,0,0,0,0,0
"1_6_47.txt",204,1.76212,0.88106,1.76212,2.20265,1.32159
"1_6_48.txt",206,3.53983,3.09735,2.21239,4.86727,1.32743
"1_6_49.txt",209,1.7316,0.8658,2.5974,2.5974,0.4329
"1_7_51.txt",31,6.0606,3.0303,3.0303,15.1515,-6.0606
"1_7_52.txt",36,0,0,0,0,0
"1_7_53.txt",201,2.31481,0.92592,1.85185,3.70369,-1.38889
"1_7_54.txt",203,1.31579,0.4386,0.8772,3.07018,2.19298
"1_7_55.txt",204,1.28205,0.8547,0.42735,0.8547,0
"1_8_57.txt",32,2.85714,2.85714,0,0,0
"1_8_58.txt",34,2.63158,0,-2.63158,2.63158,2.63158
"1_8_59.txt",33,2.7027,2.7027,2.7027,2.7027,0
"1_8_60.txt",36,2.63158,5.26316,7.89474,5.26316,-2.63158
"1_8_61.txt",55,1.53846,1.53846,3.07692,7.6923,3.07692
"1_8_62.txt",207,1.8018,1.8018,1.8018,3.6036,-0.9009
"1_8_63.txt",207,3.04348,-0.86956,0,2.6087,3.04349
"1_8_64.txt",211,0.87336,0.87336,1.31004,7.42356,0
"1_9_70.txt",39,2.32558,2.32558,2.32558,0,0
"1_9_71.txt",47,0,0,0,4,8
"1_9_72.txt",202,3.0303,2.1645,3.0303,3.0303,-1.2987
