"Filename","WC","RC2","RC3","RC6","RC1","RC10","RC7","RC12","RC8","RC5","RC9","RC4","RC11","RC15","RC14","RC13"
"10_1_760.txt",32,2.85714,2.85714,5.71428,2.85714,-2.85714,0,0,2.85714,2.85714,2.85714,-5.71428,0,2.85714,0,8.57142
"10_1_761.txt",39,4.7619,-4.7619,7.14285,0,2.38095,0,2.38095,0,2.38095,0,7.14285,-2.38095,-4.7619,2.38095,0
"10_1_762.txt",41,9.09091,-9.0909,18.18181,6.81818,2.27273,0,6.81817,0,0,2.27273,-1.00000000013978e-05,0,-6.81817,2.27273,4.54545
"10_1_763.txt",44,6.38298,2.12766,6.38298,6.38298,4.25532,4.25532,4.25532,4.25532,0,0,-4.25532,2.12766,0,4.25532,4.25532
"10_1_764.txt",63,2.98507,2.98508,0,0,0,0,4.47761,0,-1.49254,2.98507,1.49254,0,4.47762,0,1.49254
"10_1_765.txt",85,5.43479,5.43479,6.52175,3.26088,3.26087,0,-1.08696,1.08696,3.26087,1.08696,2.17391,-2.17392,4.34783,1.08696,2.17392
"10_1_766.txt",207,4.62962,2.77777,-0.46297,4.16667,4.16667,2.77778,2.31481,0.92592,-0.46296,0.92592,-0.46295,-2.0000000000131e-05,3.24074,1.38888,0.92592
"10_1_767.txt",217,6.75105,5.06328,5.06329,5.48523,3.79746,3.37552,1.68776,1.68776,0.84388,0.84388,-3.37553,0.42194,0.84388,2.53164,4.21941
"10_1_768.txt",238,5.53359,-0.39525,4.74307,1.18577,3.55731,0,1.18577,0,1.18577,0.79051,3.5573,0.39526,-1.97628,5.13834,1.58103
"10_10_846.txt",28,9.67743,-3.22581,3.22581,3.22581,-3.22581,0,6.45162,0,0,3.22581,0,0,0,0,6.45162
"10_10_847.txt",33,11.11112,-11.11112,16.66668,5.55556,2.77778,0,8.33334,2.77778,2.77778,0,11.11112,-2.77778,-11.11112,0,5.55556
"10_10_848.txt",36,7.89474,5.26316,0,13.1579,13.1579,13.1579,7.89474,7.89474,0,2.63158,0,7.89474,0,10.52632,-2.63158
"10_10_849.txt",41,6.66666,-4.44444,6.66666,2.22222,4.44444,0,4.44444,2.22222,2.22222,0,6.66666,-4.44444,-6.66666,2.22222,2.22222
"10_10_850.txt",43,2.17391,-8.69566,10.86957,2.17391,0,0,8.69566,0,6.52174,0,6.52175,2.17391,-6.52175,0,8.69565
"10_10_851.txt",43,6.52173,4.34782,4.34782,2.17391,0,0,0,0,0,0,-2.17391,0,0,0,2.17391
"10_10_852.txt",65,5.71428,1.42857,2.85714,2.85714,4.28571,2.85714,-1.42857,0,1.42857,1.42857,0,-1.42857,1.42857,0,2.85714
"10_10_853.txt",201,5.04589,3.66975,3.21102,1.83487,1.83488,0.91744,1.00000000000655e-05,0.91744,1.83488,1.37616,-0.45871,-0.91744,0.45872,3.66974,1.83487
"10_10_854.txt",205,4.54546,0.90909,4.09092,5.45456,3.18182,2.72728,4.54547,2.72728,0.45455,3.18183,0.45457,0.45454,-1.8182,2.72728,4.09091
"10_10_855.txt",215,2.54238,3.38984,0.42373,2.54238,2.11865,4.2373,5.93222,1.27119,2.11865,3.81357,-0.42373,2.96611,3.38984,-1.11022302462516e-16,0
"10_11_856.txt",32,11.76471,1.00000000005096e-05,2.94118,11.76471,11.76472,11.76471,11.76471,2.94118,5.88235,8.82354,-8.82353,5.88236,8.82353,11.76472,-1.00000000005096e-05
"10_11_857.txt",36,0,0,2.5641,10.2564,5.1282,5.1282,7.6923,2.5641,0,5.1282,2.5641,2.5641,0,2.5641,2.5641
"10_11_858.txt",38,11.90475,2.38095,4.7619,0,4.7619,0,-4.7619,0,2.38095,0,2.38095,-4.7619,0,0,4.7619
