"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3960,1980.5,1143.29786145169,1980.5,1980.5,1467.774,1,3960,3959,0,-1.20090912909322,18.1681956543112
"WC",2,3960,131.718181818182,86.4890222523733,139,130.267361111111,121.5732,25,509,484,0.0480913390183869,-1.59635332537899,1.37440078496779
"RC2",3,3960,3.52852384343434,3.29111909630667,2.77778,3.11055142992424,2.742350394,-11.42857,23.0769,34.50547,1.3148500412161,3.15555465395433,0.0522993155846695
"RC3",4,3960,3.5956041489899,3.1961371222281,3.33334,3.44390143623737,2.709444087,-11.11112,21.2121,32.32322,0.570696175320009,2.3936265409224,0.0507899529357259
"RC6",5,3960,1.63691009848485,2.64957307107689,0.817995,1.16510003787879,1.212759387,-7.40741,25.00001,32.40742,2.23534310570952,8.03805917761556,0.0421044800124061
"RC1",6,3960,2.78029445454545,2.72726266435387,2.27273,2.40066773358586,2.156790111,-6.45161,21.21212,27.66373,1.58474354366523,4.17291985666681,0.0433390486917946
"RC10",7,3960,2.94882367929293,3.1123672674557,2.63158,2.72669215909091,2.571895872,-10.25641,25,35.25641,0.890022134806154,3.29040607817985,0.0494587625585257
"RC7",8,3960,2.80654162878788,2.85206014020573,2.22222,2.38874593434343,2.384569362,-4.54545,22.2222,26.76765,1.62334913638951,3.88536301283468,0.0453222107660784
"RC12",9,3960,4.44702770454545,3.42904747020855,4.09092,4.23365672664141,2.922167535,-9.30232,23.0769,32.37922,0.79130545220103,2.15141792891823,0.0544911413265181
"RC8",10,3960,2.71757676010101,2.81536470523773,2.17391,2.28258069444444,1.992666291,-6.89655,21.6216,28.51815,1.95511890804865,5.96178633901175,0.0447390820254437
"RC5",11,3960,0.85513228030303,2.68537277067913,0,0.59378266729798,1.272604536,-12.49999,28.20512,40.70511,1.95620547266838,10.5706859627182,0.0426733745836889
"RC9",12,3960,2.42640556060606,2.2161706096807,2.08333,2.12709637626263,1.78364193,-4.7619,17.85715,22.61905,1.43420004977505,3.35111221761283,0.035217262795269
"RC4",13,3960,0.680182707070707,3.518282710003,0.441505,0.685610716540404,2.906570583,-15.625,16,31.625,-0.0601501745599281,1.75259296256676,0.0559091823729577
"RC11",14,3960,1.04108448989899,2.73020141712892,0.84388,1.01921561237374,1.915978806,-16,14.8289,30.8289,0.0290993849582099,2.67722999781273,0.043385748538962
"RC15",15,3960,2.0823191489899,2.99981243912204,1.775405,1.8752205239899,2.632215453,-11.11112,27.58623,38.69735,1.05610078232354,4.48829082266971,0.0476701489242739
"RC14",16,3960,2.16872337878788,3.05089816497964,1.84758,1.98198574810606,2.739222108,-11.76471,22.58067,34.34538,0.762230893439093,3.358119510227,0.0484819543984352
"RC13",17,3960,3.02674031060606,3.14424289508184,2.439025,2.65667409722222,2.448891963,-10,25.00001,35.00001,1.39049947199844,4.06294098492897,0.0499652995326965
