"","RC2","RC7","RC6","RC8","RC14","RC3","RC5","RC1","RC4","RC15","RC11","RC9","RC13","RC12","RC10"
"play",-0.0248695456371773,-0.049361504628027,0.0373266358194874,-0.0875556168695639,0.0187861730660883,-0.0781739803261092,0.257137147126806,0.0178981853544958,-0.0560525974450585,0.055027701278059,-0.0142758800911439,0.096074796725322,0.103178753961773,-0.0370493779401627,0.069065352008457
"video",-0.00624320880368497,-0.00282964524996387,-0.013343001691774,0.0198276653918558,0.0272918883329124,-0.00780718889325888,0.249614569066043,-0.0420547250806986,0.0162860495140648,-0.0383893516209747,-0.000259127562996738,0.00658750623260509,0.00777429254017189,-0.0353815552285426,-0.00315688872426228
"game",-0.0216119730493353,-0.04078350476373,0.0392407729955095,-0.0980457305341136,0.0614481763926048,-0.123233421864095,0.268739535481633,0.0398368128197076,-0.0834129773289444,0.034931528877141,0.0290237291583565,0.0917341496566811,0.0446536953549615,-0.0422302524368302,0.0594110015574963
"phone",-0.0127174778782301,-0.0304709778170427,-0.0467303324962829,-0.0471717123144701,0.00840495813520807,0.0905886251254094,0.0817458754723927,-0.0196266034584044,0.0797335666777092,0.133305177891223,0.0513128932387549,-0.0276818248500089,-0.027613343205133,-0.0461521276800435,-0.0444344221952737
"wait",-0.0349704152411907,0.0489908310544829,0.0625746919051224,0.0319359791839103,-0.0108887286159537,-0.0436336078609449,0.00288749499300858,-0.0411698058514999,-0.0583861358738234,0.15049409877538,-0.0183031437553475,-0.0156172989427663,-0.0380009038192124,0.0296218959655912,-0.0419608779684494
"computer",-0.0331329183760496,-0.0211454514182128,-0.00262254233115593,-0.0373117139919769,-0.0294945710592086,-0.0582190133500944,-0.00229911651582152,0.0958012812726813,0.000840737299203004,-0.00186220825174096,0.0848377074701443,0.0300409165129284,0.00104152254244975,0.108932498975847,0.0117708260865932
"call",0.000622610334594148,-0.00958212565953957,0.0443834745959595,-0.0594680173176377,0.0511643867666151,0.0902235607314192,0.0488295854625569,-0.0514698852085178,0.139642119367576,0.0987639015588107,0.0168719848654283,-0.0321402756104173,-0.0527257007689403,-0.105816762849344,-0.0550335075758017
"move",0.000985335229950782,-0.0249798094184495,-0.00490015183439923,0.0137803574786263,0.112568663068979,-0.0167663095498454,0.00638534236977714,0.015459429207223,-0.0263550449959592,-0.00413119710271024,-0.0183963912690423,-0.071157966491935,-0.0219251000995646,0.108706248613399,0.16242192685296
"quick",0.0288275645350314,-0.0106266945182554,-0.0515567625185005,-0.00979497587309178,-0.0058997028165612,0.0106219045673399,-0.035125669036215,0.0244708138936055,-0.0321634988000409,0.105150813269727,0.00386546131242212,0.0292675732517406,0.000981262730127391,0.00086376031642508,0.0330973513079686
"pay",-0.0297862957107613,0.00988071255686047,-0.00855971627517093,-0.0190148725553995,-0.0134739424014094,0.00545883948370259,0.0019431051373607,0.022925184440095,0.00196667682232452,0.00669654389327906,0.433700213603079,-0.00586023614593939,-0.0283802783455877,-0.0430787978168692,-0.00978105734599509
