"Filename","WC","RC6","RC2","RC7","RC3","RC9","RC8","RC10","RC12","RC5","RC1","RC14","RC4","RC13","RC15","RC11"
"10_1_760.txt",32,2.85714,8.57142,0,5.71428,2.85714,5.71428,-2.85714,-2.85714,0,-2.85714,-2.85714,0,2.85714,0,0
"10_1_761.txt",39,2.38095,9.5238,0,2.38095,-2.38095,-2.38095,2.38095,2.38095,2.38095,2.38095,2.38095,0,7.14285,-2.38095,-2.38095
"10_1_762.txt",41,6.81818,20.45454,0,0,4.54545,6.81818,-6.81818,6.81818,0,-6.81818,2.27273,0,18.18181,2.27273,0
"10_1_763.txt",44,6.38298,6.38298,4.25532,0,6.38298,6.38298,0,6.38298,0,0,4.25532,0,6.38298,4.25532,2.12766
"10_1_764.txt",63,2.98507,1.49254,2.98507,0,1.49254,0,0,0,0,0,2.98507,0,0,0,0
"10_1_765.txt",85,0,8.69567,0,5.43479,-1.08695,2.17392,2.17391,4.34783,2.17391,2.17391,2.17392,3.26087,3.26087,-1.08696,1.08695
"10_1_766.txt",207,3.24073,2.77778,2.31481,1.85185,1.85184,2.31481,0.46296,6.48148,1.38889,0.46297,2.77777,-0.46296,0.46296,1.38888,-1.85186
"10_1_767.txt",217,5.90717,6.32911,2.53164,1.68776,6.32911,5.06329,-1.26583,8.43881,1.68776,-0.84389,1.68776,1.26582,2.95359,0.42194,-0.84388
"10_1_768.txt",238,4.34782,8.30038,0,1.18577,-5.55111512312578e-17,0.39526,-0.39526,3.16205,1.18577,1.18577,3.95257,0.79051,5.13833,0.39526,-3.16206
"10_10_846.txt",28,9.67743,0,0,0,3.22581,6.45162,-3.22581,3.22581,0,-6.45162,6.45162,3.22581,3.22581,-3.22581,3.22581
"10_10_847.txt",33,8.33334,19.44446,0,2.77778,2.77778,2.77778,0,8.33334,2.77778,-2.77778,0,5.55556,16.66668,-2.77778,-2.77778
"10_10_848.txt",36,13.1579,0,7.89474,-2.63158,5.26316,7.89474,7.89474,13.1579,0,10.52632,2.63158,0,0,13.1579,0
"10_10_849.txt",41,4.44444,8.88888,0,2.22222,0,-2.22222,2.22222,4.44444,2.22222,2.22222,2.22222,4.44444,8.88888,-4.44444,-4.44444
"10_10_850.txt",43,2.17391,10.86957,0,2.17391,0,4.34782,-2.17391,2.17391,6.52174,-2.17391,0,-2.17391,10.86957,0,-2.17391
"10_10_851.txt",43,6.52173,6.52173,0,0,4.34782,2.17391,-2.17391,6.52173,0,-2.17391,0,0,2.17391,-2.17391,-2.17391
"10_10_852.txt",65,5.71428,5.71428,2.85714,2.85714,2.85714,1.42857,1.42857,7.14285,2.85714,2.85714,1.42857,1.42857,1.42857,-2.85714,0
"10_10_853.txt",201,3.66974,5.96333,0.91744,2.75232,2.29359,0.45872,-0.45871,4.12846,1.37616,-0.45871,2.7523,1.83488,1.37615,-1.37615,-1.83487
"10_10_854.txt",205,5.45455,3.18183,1.36364,0,5.45455,6.36365,0.45456,6.36365,0.9091,1.36364,3.63638,3.63638,3.63637,-1.00000000000655e-05,1.36364
"10_10_855.txt",215,4.2373,0.42373,4.2373,3.38984,2.96611,2.96611,0.84746,2.96611,2.54238,-1.27119,2.54238,0.84746,0.84746,3.81357,0.42373
"10_11_856.txt",32,11.76471,5.88236,11.76471,0,0,14.70589,8.82353,2.94118,5.88235,8.82354,8.82354,-2.94117,0,8.82354,2.94117
"10_11_857.txt",36,5.1282,-2.5641,5.1282,-2.5641,2.5641,10.2564,2.5641,2.5641,0,7.6923,2.5641,2.5641,2.5641,2.5641,2.5641
"10_11_858.txt",38,7.14285,7.14285,0,2.38095,0,-2.38095,0,7.14285,4.7619,2.38095,0,4.7619,2.38095,-7.14285,-4.7619
"10_11_859.txt",46,6,4,4,2,0,2,-2,2,0,-2,6,0,2,2,-2
"10_11_860.txt",50,3.7037,1.85185,0,3.7037,5.55555,1.85185,0,1.85185,0,0,1.85185,1.85185,1.85185,1.85185,3.7037
