"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,4398,2199.5,1269.73757131149,2199.5,2199.5,1630.1187,1,4398,4397,0,-1.20081858485165,19.1463660607786
"WC",2,4398,120.783992723965,88.4114227143947,78,117.535795454545,83.0256,20,509,489,0.222549821169735,-1.58734228529313,1.3331553712281
"RC6",3,4398,3.82846071623465,3.35271510135388,3.17461,3.40320194034091,2.743721799,-4.16667,22.72725,26.89392,1.3153445062283,2.40567294320516,0.0505555731187182
"RC2",4,4398,2.06384674852206,3.58570024376669,1.325975,1.72533826420455,1.965890535,-11.53846,26.08698,37.62544,1.28632455794738,4.09206508793689,0.0540687548376389
"RC7",5,4398,2.43013551386994,2.85662594836883,1.79291,1.96977056818182,2.636833752,-12,31.81816,43.81816,1.96769554551344,7.50026677399337,0.0430750474286555
"RC3",6,4398,2.28449833788085,2.95254113922058,2.0243,2.05606321590909,2.92917282,-10.86956,21.05263,31.92219,0.960841244823595,3.6656469780311,0.0445213520795766
"RC9",7,4398,3.76612054570259,3.68747053238191,3.44828,3.51986104261364,3.011397816,-13.04348,25.00001,38.04349,0.739877853968417,3.03320637076563,0.0556033484764847
"RC8",8,4398,2.89371512960437,3.44997974543469,2.38096,2.5734335625,2.916081462,-13.63635,21.73915,35.3755,1.01499770336041,3.0964613233317,0.0520222261676779
"RC10",9,4398,2.69006974761255,3.31722200805611,2.227185,2.34158882102273,2.68031841,-10.71429,23.0769,33.79119,1.20016949980307,3.45289222706796,0.05002037295432
"RC12",10,4398,3.09476065256935,3.50151345435465,2.71494,2.80043817329545,2.713928952,-22.58065,27.27271,49.85336,0.758848208202369,5.53857333276236,0.0527993026894287
"RC5",11,4398,1.88666861073215,2.84870650589747,1.021295,1.39911802272727,1.514171967,-8,25.64102,33.64102,2.39581901727135,9.58495024910525,0.0429556301978987
"RC1",12,4398,1.65258742155525,3.56527970526079,1.33929,1.50479588352273,2.421263712,-17.85715,26.92307,44.78022,0.616460771255795,2.89755735547705,0.0537608336465
"RC14",13,4398,3.08085275807185,3.00114105955968,2.54238,2.67133861363636,2.474489052,-4.87805,27.2727,32.15075,1.60613742687695,4.82760073876987,0.0452541900189754
"RC4",14,4398,1.07533789904502,3.35068719326862,0.88888,1.07293692329545,2.435563389,-16.66667,15.78948,32.45615,-0.0224720598157244,2.23842371617592,0.0505249943035242
"RC13",15,4398,1.21052605275125,2.03555990108683,0.39841,0.800451184659091,0.590682666,-4.54545,18.18181,22.72726,2.51020322935356,9.51799871756041,0.030694196884003
"RC15",16,4398,1.00238966575716,2.74604372394035,0.75902,0.996129894886364,1.805413911,-16,18.18182,34.18182,0.0678528666192667,2.84259675336219,0.041407578656714
"RC11",17,4398,0.809844074579354,3.58004677345965,0.38168,0.698655741477273,2.459840964,-23.80951,19.0476,42.85711,0.223080675614263,4.12590610806841,0.0539835061890536
