"Filename","WC","RC1","RC2","RC3","RC4","RC5"
"10_1_760.txt",32,0,5.71428,0,0,2.85714
"10_1_761.txt",39,0,4.7619,2.38095,0,0
"10_1_762.txt",41,0,11.36364,0,0,0
"10_1_763.txt",44,4.25532,8.51064,2.12766,4.25532,2.12766
"10_1_764.txt",63,2.98507,2.98507,1.49254,2.98507,0
"10_1_765.txt",85,1.08696,7.60871,5.43479,0,3.26087
"10_1_766.txt",207,4.62963,3.24074,1.85186,2.31481,1.85184
"10_1_767.txt",217,3.79746,6.75105,5.06328,2.1097,2.53164
"10_1_768.txt",238,1.18577,6.71936,3.95256,2.37154,-0.39525
"10_10_846.txt",28,3.22581,6.45162,0,6.45162,0
"10_10_847.txt",33,0,11.11112,2.77778,2.77778,0
"10_10_848.txt",36,15.78948,5.26316,2.63158,10.52632,5.26316
"10_10_849.txt",41,0,6.66666,4.44444,2.22222,0
"10_10_850.txt",43,-4.34783,2.17391,-6.52174,0,6.52174
"10_10_851.txt",43,0,6.52173,0,0,0
"10_10_852.txt",65,5.71428,4.28571,4.28571,1.42857,2.85714
"10_10_853.txt",201,0.91744,5.04589,2.75232,3.21102,1.37616
"10_10_854.txt",205,3.63637,3.63637,4.54546,5.00002,1.36364
"10_10_855.txt",215,5.08476,1.27119,1.69492,2.96611,3.38984
"10_11_856.txt",32,14.70589,5.88236,1.00000000005096e-05,14.70589,8.82353
"10_11_857.txt",36,7.6923,2.5641,0,10.2564,0
"10_11_858.txt",38,0,7.14285,4.7619,2.38095,2.38095
"10_11_859.txt",46,4,8,0,4,0
"10_11_860.txt",50,0,1.85185,3.7037,0,3.7037
"10_11_861.txt",50,0,5.55556,0,0,0
"10_11_862.txt",53,0,5.26317,3.50878,-1.75439,1.75439
"10_11_863.txt",65,2.89856,2.89856,7.2464,1.44928,2.89856
"10_11_864.txt",213,0,1.74672,3.49344,1.31004,1.31004
"10_11_865.txt",212,0.8658,3.4632,0.4329,0.8658,4.329
"10_11_866.txt",215,1.30434,3.04348,5.65216,1.73912,0.43478
"10_12_867.txt",29,6.66666,3.33333,6.66666,6.66666,0
"10_12_868.txt",33,8.57142,2.85714,11.42856,5.71428,2.85714
"10_12_869.txt",37,0,2.5641,7.6923,2.5641,-5.1282
"10_12_870.txt",40,4.7619,7.14285,9.5238,11.90475,4.7619
"10_12_871.txt",40,2.43902,0,7.31706,2.43902,2.43902
"10_12_872.txt",45,0,4.16667,0,6.25,0
"10_12_873.txt",44,0,2.08333,6.25,-4.16667,4.16667
"10_12_874.txt",46,10.20409,0,10.20409,-2.04082,8.16327
"10_12_875.txt",201,6.94443,0.46296,3.70368,3.24072,1.85184
"10_12_876.txt",217,3.30579,2.89255,6.61156,2.89255,3.719
"10_12_877.txt",237,5.6,0.4,8,5.2,2
"10_13_878.txt",29,-3.22581,3.22581,0,0,3.22581
"10_13_879.txt",27,10.71429,3.57143,-3.57143,14.28572,14.28572
"10_13_880.txt",32,5.88236,2.94118,2.94118,5.88236,0
"10_13_881.txt",37,9.75609,-4.87805,-2.43903,0,2.43902
"10_13_882.txt",42,0,0,0,4.16666,0
"10_13_883.txt",44,0,2,2,0,0
"10_13_884.txt",49,5.88234,0,7.84312,7.84312,0
"10_13_885.txt",205,3.18183,0.45455,5.45457,3.63638,3.63638
"10_13_886.txt",219,3.43346,5.57937,6.86692,2.5751,2.57509
"10_13_887.txt",220,0,2.55319,2.97872,1.27659,2.97872
"10_14_888.txt",33,5.55556,2.77778,11.11112,0,8.33334
"10_14_889.txt",35,2.63158,2.63158,7.89474,2.63158,2.63158
"10_14_890.txt",36,-2.5,0,17.5,12.5,-2.5
"10_14_891.txt",48,0,3.84616,0,1.92308,3.84616
"10_14_892.txt",60,1.5625,4.6875,3.125,1.5625,1.5625
"10_14_893.txt",209,0.88106,3.96476,6.60794,0.44053,0.88106
"10_14_894.txt",210,3.1111,8.44442,4.88887,-9.99999999984347e-06,2.66665
"10_14_895.txt",219,0.82304,4.11522,4.11522,0.41152,1.23456
"10_2_769.txt",202,2.31481,0,4.62962,1.38888,1.85185
"10_2_770.txt",205,3.15315,0.45045,4.5045,1.8018,4.05405
"10_2_771.txt",214,5.6277,3.0303,3.8961,4.329,0.4329
"10_3_772.txt",49,1.85185,9.25925,12.96295,0,1.85185
"10_3_773.txt",51,1.85185,9.25925,3.7037,7.40741,5.55555
"10_3_774.txt",52,-1.78571,5.35713,1.78571,0,1.78571
"10_3_775.txt",52,0,7.14285,0,1.78571,0
"10_3_776.txt",206,0.44444,7.11108,1.77776,2.2222,0.44444
"10_3_777.txt",208,0.88106,5.72688,3.08371,6.16741,1.76212
"10_3_778.txt",209,3.58744,8.52017,5.82959,5.38116,1.34529
"10_4_779.txt",27,6.89656,3.44828,6.89656,10.34484,0
"10_4_780.txt",44,2.12766,4.25532,6.38298,-2.12766,2.12766
"10_4_781.txt",44,8.51064,0,6.38298,6.38298,6.38298
"10_4_782.txt",207,1.31579,0,1.7544,3.50877,2.63159
"10_4_783.txt",207,5.33331,0.88888,6.66663,5.77776,4.88888
"10_4_784.txt",228,2.40965,5.2209,7.63055,7.63054,2.40965
