"","RC2","RC6","RC12","RC4","RC11","RC3","RC5","RC9","RC1","RC15","RC8","RC13","RC10","RC7","RC14"
"study",0.0343240924522159,0.0394053728077547,0.442343261949074,0.00887164483050714,0.00482568100725809,0.0568011072651498,-0.0508990774698769,0.331123958828337,0.101050342774943,-0.0168720924334424,0.0356484439873457,-0.00120017314162567,-0.0237788434128918,0.055872420769106,-0.0124204075382568
"enjoy",0.100138299101007,0.194322214810832,-0.015848494076761,-0.00986956675631403,-0.0356787210559222,0.170824007380481,0.254962100531301,0.0316878847338515,0.0901215794067174,0.00732228992873775,-0.0223577585342839,-0.065826126339329,0.089558742888003,-0.155468350472909,0.0279474595807098
"thought",-0.023621132506345,0.0414096343847933,0.000472866304053712,0.0903575160192108,0.107679031554021,0.134898377742757,0.0219926548921839,-0.105770968203286,-0.0161892854097033,0.0284718696915402,0.0845302541751421,0.104496315795682,0.32119382595024,0.177905848638668,-0.0492750389943248
"work",-0.155689756944701,0.0184724957486837,-0.000370942375706893,0.109362193735883,-0.0799034416926704,-0.0914920764683875,-0.0751210995329054,0.26745056171234,0.24436274357432,0.127653168226359,0.0476023297420413,0.271888899825011,0.247045979795423,0.154920104382058,0.128166661915961
"happy",-0.0353862901732154,0.0800878118787309,-0.0901072651048029,0.066420819826953,-0.00193460053340192,0.336537311100181,0.0568248822142629,0.181345483495413,0.153907513089252,0.00591697243168577,-0.108399921389314,0.14682842726483,-0.0416247080230797,-0.3312024958277,0.0810196566025138
"learn",0.254359344945355,-0.0106562572778942,0.0791716629278728,-0.0444067484968316,-0.108010785277652,0.00354102992110015,0.0220321365402263,0.00980454664220016,0.0856643227317554,0.192105381234428,0.0297754870345844,-0.108700053906116,0.0159115163588831,0.0722264295313847,-0.0701910064287048
"prepare",0.0507633223798897,0.146249728488325,0.375735581420847,0.131601362806411,0.142934659264181,-0.105212697379765,-0.00647326750935441,-0.0214269616565516,0.0211902102566496,0.147989993206901,-0.0905771701932661,-0.0230822493267923,0.0182845234597126,-0.0435528104810578,0.0340835227895706
"plan",-0.109290533041546,-0.0475683811799402,0.075040596554336,0.098289047463593,0.144311742098151,0.108004712933735,-0.0957470878864548,0.011188186253037,0.0113481696771389,0.294903560116791,0.0131588499257081,0.224111413097516,-0.0602812742077212,-0.176336574003405,-0.0601185060762869
"complete",-0.0434840484248597,0.00484590827086322,-0.0493032825893211,0.357197491094967,0.071945077836517,-0.0951607971206147,0.0783749940577504,0.100072804451402,0.0238557660392205,0.227187798190474,0.123225034189491,0.103048905399747,0.0242123283403675,0.157873300382006,0.0945761352772577
"train",-0.158835903694764,-0.0677805358257052,-0.0423606940390063,-0.0771557765970104,0.150339242672149,0.0266280056535666,-0.0360058495856072,-0.128209464029287,0.378678276933658,0.0486765662824209,0.0788678683127265,-0.110410875280017,0.0527617207632284,0.0461640557229886,0.0419188019406969
"day",-0.0219724109612555,0.0479043549586465,0.0959766633055736,0.138263578536305,0.243597753615043,0.0523951304335376,0.057038155917595,0.0916454710326707,0.277250395225663,0.043613610625808,0.193411750975247,0.108429458589855,0.0415401954440708,-0.141226780118343,0.164281406408929
"question",0.236822924917348,-0.0581991483820353,0.189814506669898,0.0371576950693139,-0.0163640499199035,0.0525162135161078,0.0179077278342052,0.0697797358733351,0.136705886924499,0.0658447595285418,-0.152322221037355,-0.105898097030861,-0.0642931165332605,0.200098478255632,0.381990832611073
"move",0.0137364246973142,-0.0454145033512044,0.0189405238971697,-0.00284167214939401,0.181105747104965,0.0238186978025266,0.108535362265997,-0.101826940302866,0.148074972876942,0.172623715067058,-0.0869309719160301,0.00246416890792749,0.065689018141436,0.17399136195559,0.00172431130375094
"answer",0.158846571038281,-0.0379662916753689,0.0445593182119455,0.066424387228479,0.120456713579794,0.0834772675556712,0.0620928301841934,-0.0387858086516567,0.112869712070657,-0.0172612955077496,-0.168672901218081,-0.130857589938095,-0.0755012694055745,0.167206090205747,0.496635014851419
"discuss",0.0718947563956952,-0.00815408811828297,0.0503424271451428,-0.000362151885447722,-0.095498037829628,0.0950206029990564,0.0135949240957958,-0.0823388765904353,-0.0212923948626558,0.478160409051208,-0.0185308850595723,0.0349280856961516,-0.0444657297738406,-0.0193399950898815,-0.0121812536815457
"watch",-0.0705423168045946,0.0355261984611335,-0.0262575402335895,-0.00137320575860812,-0.0701226312539449,-0.0464919414024895,0.772089754212309,0.0452998085418058,-0.0645797049463711,-0.0371410137783077,0.0280775199275788,0.0169162823158635,-0.0434129005318326,-0.00651444997500246,-0.052606347590968
"frustrate",-0.037499210838206,-0.031938050929123,0.000718618047162489,-0.00372424176876167,0.0423139640943189,0.0332508309743189,-0.0308144881328518,0.104365315762281,0.021967288270731,0.114610325005684,-0.017139126577996,-0.0135616989294326,-0.0306028139260103,0.48396705568691,0.0716763499441156
"job",-0.109084036211649,-0.0227143870226914,0.0326951693806759,0.0610170375019438,-0.0691231712696612,0.0836117771581126,0.0334858651994259,-0.0766454815890639,-0.00637118979982825,0.256105764082247,0.0939228334440023,-0.00500625820343667,0.0525665613707906,0.0909377622571653,0.173981435947507
"nervous",0.0463823429628354,-0.058118788433348,0.354584057665903,0.0269370772917023,0.0952091435380892,-0.0185040722778714,-0.0185835793156922,-0.030044815119287,-0.114704006527531,0.0900874647032811,-0.0186669676941739,0.0429227465110514,0.0577332315593081,-0.146044167296085,0.229286461746127
"call",-0.103952750777056,-0.0253051560658148,-0.0361763652618945,0.211321520275853,0.0712753403430246,0.28083420903133,0.0491440367477156,-0.0674072014865061,-0.0997948301101247,0.0110774422748705,-0.00906087985328172,0.0192679972970787,-0.00720840957218512,0.0724880496922438,0.345626330272885
"start",0.0596410272627719,0.031476548504245,0.111314565874523,0.158028928156551,0.265345108854563,0.00978036355686231,0.101814075867612,0.0985161142990296,0.152110252693055,0.206902420357817,-0.000755966894433756,0.0500068141738809,0.141652821052904,-0.0716627641649606,-0.0406451780671412
"conversation",-0.0227168150049361,0.0316372936593353,-0.0391741286692536,0.0319230989643981,-0.122115402227236,0.408962090731721,-0.0348848898505353,-0.0211042024129294,0.100094469211442,0.111318576579206,-0.0631148798623638,0.0368557046228087,-0.0152267358484516,-0.00023348563871397,0.0805517358461224
"friend",-0.0186623849035156,0.0298232513266785,0.0761289018768557,0.00356887867171517,0.144649608148907,0.449464688547842,-0.00304868190807018,0.173061577388016,-0.221600555569748,0.194297605290426,0.0530980143470757,0.147083280966058,-0.0945760675167335,-0.122301204344905,-0.130125242241432
"weekend",-0.0191029060939986,-0.0537908689528278,0.0915407365262756,-0.067878083096095,0.0391412995950142,0.0560605940101186,-0.00462322368368929,0.0181506109995416,0.112586907319943,0.083517542164412,0.0673738124382445,0.429734300478541,-0.0146539084552994,-0.142051710205008,-0.060672876413393
"excite",0.0725167945443364,0.054675055621186,-0.129985847893111,-0.104417273779966,0.064228758369701,0.132306812089259,0.00576239145285824,0.0765875694850438,0.00348659082597505,0.174661996529321,0.0163551314731325,0.161211988865991,-0.0315977571506006,-0.37856121485791,0.06798152764729
"show",-0.043656978424309,0.00342450868246445,0.0436947246485171,-0.0333118815284931,0.0210377561915532,0.0413434440435267,0.521754527068532,-0.0373602363722369,0.0268128076641433,0.119557015241236,0.0915078781461568,-0.0774527724593067,0.039023172238876,-0.051701339082962,0.101921246581035
"stress",-0.0957570542226471,-0.0103971615881896,0.429125301959457,0.04430937863745,-0.0632932269464443,0.0677994677408838,-0.0300050341912516,0.0185631604028358,0.0521004653546382,-0.0606402097212119,0.111939601469715,0.17377175467654,0.0620877337605213,0.0722990815064538,0.0507913054565824
"meet",-0.0715962508709909,-0.0301172532864177,0.0394657234409154,-0.013880139788261,0.132744877155489,0.0273018457632668,-0.0563130347170312,0.0392015107397564,0.144023606449313,0.468404865959324,-0.0991170959524499,0.0112729837943483,-0.069221346656821,-0.176674378439964,0.0877166037911155
"breakfast",-0.067186792901207,0.470470630659019,0.0658683857789084,0.0273377263847265,0.126158054375564,-0.0259460134757811,0.0367087415184775,-0.0070016139373158,0.0396033901744387,-0.0507174708155887,0.069802902898453,-0.0268655664785901,0.0361992373098583,-0.0489230587265214,-0.0633438959613382
