"Filename","WC","RC2","RC6","RC12","RC4","RC11","RC3","RC5","RC9","RC1","RC15","RC8","RC13","RC10","RC7","RC14"
"10_1_760.txt",32,5.71428,0,0,0,0,2.85714,2.85714,0,0,2.85714,0,0,0,0,0
"10_1_761.txt",39,4.7619,0,2.38095,0,2.38095,0,0,0,2.38095,0,-2.38095,-2.38095,2.38095,2.38095,2.38095
"10_1_762.txt",41,9.09091,0,6.81818,0,9.09091,0,0,0,0,0,0,-2.27273,2.27273,0,0
"10_1_763.txt",44,6.38298,2.12766,6.38298,4.25532,4.25532,0,2.12766,2.12766,4.25532,2.12766,0,0,4.25532,0,0
"10_1_764.txt",63,0,0,2.98507,0,0,0,0,2.98507,2.98507,1.49254,-1.49254,1.49254,0,0,0
"10_1_765.txt",85,6.52175,1.08696,0,2.17391,3.26087,4.34783,3.26087,-1.08696,1.08696,-1.08695,1.08696,-1.08696,1.08696,3.26087,4.34783
"10_1_766.txt",207,0.46296,1.38889,3.24073,2.31481,4.62963,1.38889,2.77778,0.46296,1.38888,-1.38889,1.00000000000655e-05,0,1.85185,1.0000000000121e-05,2.31483
"10_1_767.txt",217,5.06329,1.68776,4.64135,2.1097,8.01687,0.42194,0.84388,0.84388,2.1097,1.26582,0.42194,2.1097,0.42194,0,4.2194
"10_1_768.txt",238,3.95256,0,3.16205,0,4.34782,0,1.58103,-0.39526,1.97628,0.79051,-0.79051,0.39526,3.95257,3.95256,1.18577
"10_10_847.txt",33,11.11112,0,5.55556,2.77778,8.33334,0,0,2.77778,2.77778,0,-2.77778,-2.77778,0,5.55556,2.77778
"10_10_848.txt",36,0,7.89474,7.89474,7.89474,15.78948,-5.26316,2.63158,0,10.52632,2.63158,5.26316,2.63158,2.63158,-5.26316,2.63158
"10_10_849.txt",41,6.66666,0,2.22222,2.22222,4.44444,0,0,2.22222,2.22222,0,-2.22222,-2.22222,2.22222,4.44444,4.44444
"10_10_850.txt",43,2.17391,0,2.17391,0,2.17391,0,6.52174,0,0,0,0,0,0,0,0
"10_10_851.txt",43,4.34782,0,6.52173,0,2.17391,0,0,0,-2.17391,0,0,0,0,-2.17391,4.34782
"10_10_852.txt",65,5.71428,2.85714,1.42857,0,5.71428,0,0,1.42857,2.85714,0,-1.42857,0,-1.42857,1.42857,4.28571
"10_10_853.txt",201,4.12846,0.45872,2.7523,0.91744,2.29359,1.83488,0.91744,2.29359,0.91744,0.91744,-1.37615,-0.91744,3.21102,0.45872,4.58718
"10_10_854.txt",205,2.27273,0.45455,2.27273,2.72728,6.36364,-0.45455,0,2.72729,3.18182,2.72728,2.27273,2.72728,1.81819,0.9091,3.18183
"10_10_855.txt",215,0,3.38984,2.54238,0.84746,5.08476,2.54238,0.42373,2.11865,0.84746,-0.84746,1.27119,2.11865,0.42373,-1.11022302462516e-16,0
"10_11_856.txt",32,0,2.94118,11.76471,8.82353,11.76472,0,8.82353,5.88235,14.70589,-2.94117,5.88236,2.94117,1.00000000005096e-05,-5.88235,0
"10_11_857.txt",36,-2.5641,2.5641,2.5641,2.5641,5.1282,-2.5641,0,2.5641,7.6923,-2.5641,7.6923,5.1282,2.5641,2.5641,2.5641
"10_11_858.txt",38,7.14285,0,4.7619,0,4.7619,0,0,2.38095,4.7619,0,-4.7619,-2.38095,0,4.7619,7.14285
