"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3591,1796,1036.77673585011,1796,1796,1331.3748,1,3591,3590,0,-1.20100255269069,17.301252363148
"WC",2,3591,142.485937064884,83.6921421813482,201,142.813435433345,63.7518,30,509,479,-0.127655885673594,-1.52130227576489,1.39661589870137
"RC2",3,3591,1.17122929546087,2.71059879184678,0.46512,0.964566334841629,1.844769528,-13.15789,15.55554,28.71343,0.866358644950011,3.07509474238649,0.0452332234427811
"RC6",4,3591,1.16553915343915,1.70322397242347,0.45662,0.81185680821441,0.676984812,0,14.28571,14.28571,2.65611767571543,9.88803959361535,0.0284226167109158
"RC12",5,3591,1.58118270119744,2.49652770515099,1.2,1.37499936999652,1.77912,-8.69565,15.90909,24.60474,1.08562390892258,2.98285698972451,0.041660903803934
"RC4",6,3591,2.36399796435533,2.583917858012,1.88679,2.05397512356422,2.075032134,-5.88235,18.9189,24.80125,1.40992029379732,3.80211116091528,0.0431192304006074
"RC11",7,3591,3.21541459203564,2.70348944138052,2.85714,3.01091762617473,2.238221916,-6.06061,22.22222,28.28283,1.00271967737601,3.22114352524176,0.0451145858785867
"RC3",8,3591,1.84038125870231,2.23066525988085,1.53847,1.62962709014967,2.166864378,-8.69565,21.05263,29.74828,1.216800946408,4.76873646616683,0.0372243138415534
"RC5",9,3591,1.24725264550265,1.92270898705482,0.76336,0.928347218934911,1.131757536,-5.4054,15.38461,20.79001,2.14689741859475,7.43112995773927,0.0320852814841106
"RC9",10,3591,2.17374550543024,2.57252034762617,1.76992,1.91861627915071,2.01396384,-11.11111,22.22224,33.33335,1.14735521499596,4.03977586593725,0.042929033999899
"RC1",11,3591,2.82325121693122,2.63460480077179,2.5641,2.63201969369997,2.31893466,-7.31706,18.18181,25.49887,0.776067682538072,2.13813852675034,0.043965070742004
"RC15",12,3591,1.85999872737399,2.57945061486832,1.73912,1.7835865367212,2.363575746,-11.11112,17.5,28.61112,0.422713067082311,2.69074960291539,0.0430446831057811
"RC8",13,3591,0.689408017265386,2.21485133123495,0.41667,0.63980501566307,1.480257492,-13.63636,15.78948,29.42584,0.234708894503918,3.55963433084625,0.0369604182882536
"RC13",14,3591,2.74779081035923,3.00799094554718,2.40964,2.58874798120432,2.51352591,-11.11111,24.24241,35.35352,0.645927178957703,2.70220633089135,0.0501959666487924
"RC10",15,3591,1.42930338624339,1.84745835144394,1.20844,1.23003063696485,1.791633144,-5.55556,14.63413,20.18969,1.15101649578668,3.87205453852001,0.0308295335567387
"RC7",16,3591,0.00541920913394597,2.68276156865509,0,0.0256811138183084,2.059168314,-12.64369,12.12121,24.7649,-0.0925800839086911,2.08119469906211,0.044768688691108
"RC14",17,3591,1.67880912559176,2.39183946676127,1.37615,1.49136685346328,2.04027999,-8.57143,18.42105,26.99248,1.1027191075437,3.69671359373249,0.039913914727883
