Filename,WC,RC6,RC2,RC1,RC7,RC3,RC4,RC8,RC5,RC9,RC10
1_1_1.txt,105,8.57,1.9,4.76,0,0,0,3.81,0,0,3.81
1_1_2.txt,30,0,0,0,0,3.33,6.67,0,6.67,0,0
1_1_3.txt,53,0,0,0,0,1.89,0,0,1.89,3.77,1.89
1_2_1.txt,91,0,0,3.3,1.1,1.1,0,0,1.1,0,1.1
1_2_2.txt,49,2.04,2.04,2.04,2.04,0,0,2.04,4.08,0,0
1_2_3.txt,55,0,0,1.82,3.64,1.82,3.64,1.82,3.64,0,3.64
1_3_1.txt,78,7.69,1.28,3.85,0,3.85,2.56,1.28,0,0,1.28
1_3_2.txt,48,0,0,2.08,0,0,2.08,0,0,0,0
1_3_3.txt,28,0,0,3.57,3.57,3.57,0,3.57,14.29,0,0
2_1_1.txt,66,0,0,0,0,1.52,1.52,0,1.52,0,1.52
2_1_3.txt,45,0,0,0,0,2.22,0,0,2.22,0,2.22
2_2_1.txt,89,2.25,4.49,1.12,0,0,2.25,0,0,2.25,1.12
2_2_2.txt,57,3.51,0,0,0,0,0,0,0,0,1.75
2_2_3.txt,135,2.22,0.74,2.22,0.74,3.7,0,2.96,2.96,2.22,1.48
2_3_1.txt,50,0,0,4,0,0,0,0,0,2,2
2_3_2.txt,49,0,0,2.04,0,2.04,2.04,4.08,4.08,0,0
2_3_3.txt,89,1.12,0,4.49,1.12,0,3.37,1.12,1.12,1.12,1.12
3_3_1.txt,97,0,0,5.15,0,1.03,5.15,3.09,0,0,1.03
3_3_2.txt,115,0.87,0,8.7,0,0.87,1.74,2.61,0,2.61,0.87
3_3_3.txt,73,0,0,2.74,0,0,1.37,8.22,0,0,1.37
3_4_2.txt,25,8,0,4,0,0,4,4,12,0,0
3_4_3.txt,36,0,0,2.78,0,0,2.78,5.56,0,0,0
5_2_2.txt,27,0,0,0,11.11,0,0,0,3.7,0,0
5_2_3.txt,30,3.33,0,0,0,0,0,0,0,0,0
5_3_2.txt,29,0,0,0,3.45,0,0,0,6.9,0,0
6_1_1.txt,131,5.34,1.53,0.76,0,0.76,0,0.76,0,0,0
6_1_2.txt,80,3.75,0,5,0,0,3.75,0,0,1.25,1.25
6_1_3.txt,120,0,0,3.33,0,0.83,2.5,1.67,0,0,0
6_2_1.txt,139,0.72,0.72,7.91,0.72,1.44,2.88,2.16,0,2.16,3.6
6_2_2.txt,134,0.75,0,7.46,0,5.22,1.49,3.73,0,0,0
6_2_3.txt,165,4.24,2.42,3.64,0,2.42,2.42,0.61,0,1.82,1.82
6_3_1.txt,111,0,0.9,2.7,0.9,0,2.7,0,0.9,4.5,0
6_3_2.txt,131,0,0,3.05,3.05,0,0.76,3.82,0.76,0.76,0.76
