"","RC7","RC2","RC3","RC4","RC6","RC8","RC15","RC5","RC1","RC11","RC12","RC9","RC13","RC10","RC14"
"play",-0.080389068148145,0.0158153562193985,0.0754702273527725,-0.00720904567551913,-0.0164074306536496,-0.136745741348334,0.113621390015904,0.307739004735049,-0.0552438240261309,0.0753515387907246,0.0913221536401373,0.145007328114535,-0.0733764766882699,0.0297264249976684,-0.0735732772995646
"video",-0.00775138385788287,0.0103620268939621,-0.0830692751675534,0.0434978809715078,-0.0349067177780969,-0.0936631518973393,0.011871843897509,0.579642868313226,-0.0298660811421215,0.0230739340862105,0.0460951085897001,-0.0619366503428354,-0.0323498697454367,-0.117378972024941,0.0809462233869059
"phone",-0.0124092268134087,-0.0502164283778286,0.197758083691031,-0.0955882407368731,0.210490956441174,-0.0758765062242139,0.0163024255269422,0.131280273087159,-0.0759567928756666,0.177178754807277,-0.0595464568956319,0.069790877977096,-0.0890306246737426,-0.0462732588933015,0.226179185086373
"wait",0.141691662385516,-0.0592551475383827,0.0168146466430045,0.0506964097881439,0.135605574625699,-0.0468594137915077,0.0370577912857605,-0.0156673703446366,0.141689049290254,-0.116313209480645,-0.0850808675215309,0.310747235180321,-0.0766245773246717,0.0264776803422925,0.0214911632735859
"call",0.00305238534130919,-0.129321931779436,0.258784263296473,0.158101952387263,0.283499660056359,0.0699591102029123,-0.0639865896711256,0.0610657049325872,-0.0527150549007683,0.19869753404002,-0.0776877621117115,0.0331520104302561,-0.0929251761142394,-0.091221224903717,0.0995060605853773
"move",-0.0662060520800832,0.0147267807915578,0.0550886219014124,-2.19697077713751e-05,0.19645912146925,-0.0990125659077841,0.0502596738964724,0.00391310605734631,-0.0184494935810512,-0.00975364318004297,-0.0126198612404519,0.117903059204616,0.0896315165590881,0.0770361833454033,0.14618693328843
"quick",0.0344791924469253,-0.00516460245790238,-0.0368361011239473,-0.0776945298667274,0.0440134154005598,0.0786473654610456,0.05323316520316,-0.0421342299863912,0.0151508402878858,-0.0564117064350954,0.0214832397004178,0.154093998788382,-0.0215752177027747,0.00287834165764286,0.334343534669809
"answer",-0.0128908717983846,0.127419009537575,-0.023723956237713,-0.0413221167020328,0.546201796815232,0.0953207715280413,-0.042494510324945,0.0808390836105836,-0.137192092150243,0.0863058366817614,-0.0110496849685188,0.0927966842775794,0.0171702037356733,-0.0484623057922894,-0.0016856210828582
"work",0.0309724116779216,-0.141783712331537,-0.0606691684331414,0.259157052506124,0.120877331666731,-0.0294310335163195,0.216612861852166,-0.0863197427189772,0.0465105247916425,0.067542893740779,0.269267833699275,-0.141242362017112,0.215579985964469,0.212207469792952,0.145094496727084
"room",-0.0311014259834916,0.050124276450069,0.0132546661027201,-0.146480724928947,-0.179050575358065,-0.0175744615569433,0.181005514356578,0.0854884342013015,-0.153959323408586,0.145657826864723,0.0995754092692059,0.355798770046133,0.0487193979550047,0.0454413885330902,-0.0180393524474484
"study",0.0336795058451927,0.0526535736798422,0.0739056665735814,0.0353113922965443,-0.00899932463894579,0.459717693349795,0.0119992792342781,-0.0468801659323528,0.00592539714031097,0.00511507595071207,0.296966463754743,-0.0293765007369657,0.109921886222507,-0.0281586011335236,0.0207549949196154
"interest",-0.00336895500901729,0.266362752268756,0.153436551991537,0.0527196789846253,0.0155577731070908,-0.152855021170515,-0.045382542979047,0.0888030009883142,0.0802504509217351,0.0217793076660245,-0.130149500562522,-0.121372047392972,0.0671038266916077,0.308817876579793,-0.0228714291202884
"told",-0.0627213912096299,-0.036794513919133,0.342746038977932,0.104418631054037,0.0393806548696114,0.096405814827193,-0.056504271468547,0.000853106153073873,-0.0637110841643046,-0.00407360759438214,-0.156061594016754,0.149090374383317,0.209454231841474,-0.0652240672546854,0.149529207987259
"place",0.0725117207887889,-0.0730815568551525,0.162054547150533,0.120392155272906,-0.0176050902046215,-0.0373425823584729,-0.0238140003987097,0.0656471887790746,-0.0374615891801009,-0.0744853202336766,0.0482170195262451,-0.00585372637324167,0.109819778219655,-0.012683303918094,0.0885780843744241
"bore",-0.0646973961254725,0.333983493641424,-0.0883236217688551,0.0817129553248284,-0.0684971832789439,-0.261783630200632,0.0962634823122883,0.0527185795497214,0.0640577383637743,0.128516324572934,-0.0141522886469914,0.0168584489193271,-0.0591468080474308,-0.0914592534194365,0.0991123352325736
"worry",-0.0249372473338574,0.0287787085080042,-0.0364964941426393,0.0754719715800984,-0.0426584207881659,0.166147580098461,0.142683324008609,-0.0735330557932966,0.0111151402837626,0.089666477615412,-0.0415189586363743,-0.113091476121402,0.102268297934784,-0.0630156335009114,0.308907236778948
"realize",0.00390012594118084,0.0272955886643118,0.00672108941708648,0.112097330851273,-0.0532798692468745,0.0294366760288864,0.0340744518992997,0.0228426117250892,-0.021525819912731,-0.0992052963225222,0.0512433102074324,0.0813351600030636,0.0133711769374949,0.101537047341433,0.43654335091432
"talk",0.00309335061848308,0.135869198194977,0.571165858795234,-0.000125426434840954,0.0152243653708858,-0.0227006513305267,0.0845170123549405,-0.059969326043504,-0.119147217660282,0.0293911309964562,0.0111039801918327,-0.00935694713046597,0.068530105063609,-0.0905678216537979,-0.0182649416732204
"thought",0.0376951452498951,0.00533709441447331,0.16952264097815,0.0839650487771034,-0.00553785942613184,-0.00967464432605863,-0.0791945363509477,0.0214784076781518,0.0659969310592902,0.0625546544520791,-0.0768993598818116,-0.00736525106768185,0.0740349579471024,0.214666413793565,0.303195549102874
"night",-0.0149620405168723,0.0669038652523467,0.106573139055984,0.036959772307504,-0.0589314533319268,0.00941582261616118,0.0606969183503467,0.00650595472713371,0.452356361846431,0.0235053933488884,0.0949677058553191,0.0118440191324224,0.119665671152069,-0.0557606133526764,0.0245757267668359
