"Filename","WC","RC7","RC2","RC3","RC4","RC6","RC8","RC15","RC5","RC1","RC11","RC12","RC9","RC13","RC10","RC14"
"1_1_10.txt",113,0.80645,-0.80645,1.6129,1.6129,4.8387,-1.6129,2.41935,3.2258,0,0.80645,0.80645,3.2258,0.80645,0,3.2258
"1_1_3.txt",33,0,2.85714,2.85714,-2.85714,-2.85714,0,2.85714,0,-2.85714,2.85714,0,0,2.85714,2.85714,0
"1_1_4.txt",35,0,0,5.1282,5.1282,-2.5641,0,2.5641,0,0,0,-2.5641,2.5641,7.6923,0,5.1282
"1_1_5.txt",38,0,2.43902,4.87804,0,0,2.43902,0,0,-2.43902,0,2.43902,0,2.43902,2.43902,2.43902
"1_1_6.txt",38,0,2.32558,4.65116,0,6.97674,2.32558,4.65116,2.32558,4.65116,0,6.97674,2.32558,4.65116,0,2.32558
"1_1_7.txt",59,0,3.0303,3.0303,4.54545,0,-1.51515,0,0,-1.51515,1.51515,0,0,1.51515,3.0303,3.0303
"1_1_8.txt",93,0,0,1.92308,0,0,0,0,0,2.88462,0.96154,0,0.96154,1.92308,0,0
"1_1_9.txt",109,0,3.38984,5.08476,3.38984,3.38984,-0.84746,2.54238,0,-0.84746,-1.69492,1.69492,2.54238,3.38984,4.2373,-0.84746
"1_10_83.txt",41,2.22222,-4.44444,4.44444,4.44444,4.44444,0,2.22222,2.22222,4.44444,0,2.22222,-2.22222,0,2.22222,-2.22222
"1_10_84.txt",205,0.44843,-0.44843,1.79372,3.13901,0,2.69058,2.24215,0.89686,2.69058,0,0.89686,1.79372,0.89686,0.89686,-0.44843
"1_10_85.txt",214,0,-2.17391,1.73912,4.34781,3.47825,1.73913,3.47825,0.43478,0.86956,0.43478,3.91305,-0.86957,5.65217,3.04347,2.60869
"1_10_86.txt",213,0.85106,0,1.27659,1.27659,0,0.42553,1.70212,1.27659,1.2766,2.97872,1.70213,2.12765,2.12766,0.85106,0
"1_11_94.txt",204,0.45045,-0.9009,3.6036,1.35135,3.6036,0.9009,0,0.45045,2.7027,0,1.35135,-0.45045,1.8018,2.25225,1.8018
"1_11_95.txt",207,0.44843,0.89686,3.13901,2.24215,3.58744,1.34529,3.13901,0.44843,-0.44843,0,1.34529,1.11022302462516e-16,1.34529,1.79372,0.89686
"1_12_100.txt",218,0.42553,3.40424,2.97871,2.12764,1.27659,2.97872,2.97872,0.85106,9.99999999989898e-06,-0.42553,1.70212,0.42552,2.55318,0.42553,0.42554
"1_12_98.txt",204,0.45455,1.8182,0.45455,2.72729,2.72729,5.00002,4.54547,0.9091,0.45454,1.36364,0.9091,5.00002,4.09093,0.45455,0
"1_12_99.txt",207,0.45662,1.82648,3.65296,2.2831,8.21917,4.56621,5.02283,0,1.82649,2.73973,2.2831,5.93607,5.93607,0.45662,0.91324
"1_13_109.txt",37,0,0,2.5,5,2.5,2.5,-2.5,0,0,0,2.5,-2.5,5,0,0
"1_13_110.txt",201,1.38889,-0.92593,0,2.31482,4.62962,0,3.70369,0.92592,5.09259,2.31481,2.77778,1.38888,5.09259,1.38889,2.31482
"1_13_111.txt",209,0.85836,-0.42918,2.14591,1.28754,1.28754,0.42918,3.00427,0.42918,2.57509,0.42918,-1.28755,2.57508,-9.99999999995449e-06,0,0.85837
"1_13_112.txt",216,0,0.82988,1.65976,0.82988,2.0747,2.0747,1.65976,0.41494,1.65976,0.41494,0.41494,0.41494,-1.24482,0.82988,1.24482
"1_14_118.txt",204,0.9091,0,0,0.45455,0.45455,0,0.9091,0.45455,0.9091,0.45455,0,1.8182,0.9091,0,0.45455
"1_14_119.txt",208,2.22222,-1.33333,1.33332,3.55554,2.66666,0.44444,3.99999,1.33333,0.88888,-0.44444,0.88889,1.77777,0.44445,2.22221,3.55555
"1_14_120.txt",208,0.87719,1.31579,3.50877,2.19299,0.4386,1.31579,0.4386,0.4386,0.4386,0,0.87719,1.31579,0.4386,1.75439,2.193
"1_2_14.txt",32,0,0,0,2.85714,2.85714,-2.85714,0,-2.85714,0,0,2.85714,0,0,2.85714,5.71428
"1_2_15.txt",32,0,2.94118,2.94118,0,0,0,0,0,-2.94118,0,0,2.94118,0,0,0
"1_2_16.txt",33,0,2.63158,0,2.63158,0,2.63158,0,5.26316,0,2.63158,0,2.63158,2.63158,2.63158,0
"1_2_17.txt",39,0,2.27273,0,0,0,-2.27273,0,4.54545,0,2.27273,0,0,0,0,0
"1_2_18.txt",173,0,1.57068,0.52356,1.04712,3.14136,0.52356,2.09424,-0.52356,0,1.57068,1.57068,0.52356,2.09424,1.04712,0.52356
"1_2_19.txt",201,0.45662,0.91324,0.45662,1.36986,1.82648,1.82648,2.2831,1.36986,0.91324,1.82648,0.45662,1.36986,0.91324,0.45662,1.36986
"1_2_20.txt",204,0,0.89686,2.24215,0,0.89686,-0.44843,0,0,0,0,0.89686,0,0.89686,0.89686,0.44843
