"","RC7","RC2","RC3","RC4","RC6","RC8","RC15","RC5","RC1","RC11","RC12","RC9","RC13","RC10","RC14"
"play",-0.060992405961708,0.0114506825294019,0.0284878556385014,-0.00657472405483415,-0.00562005943475791,-0.0827093292859057,0.0516456402459314,0.15791138215088,-0.0387392086410542,0.0321135576525683,0.0700500071278271,0.0990519248226169,-0.0498996184059185,0.0191218167366086,-0.0570168568699863
"video",-0.0132707948027931,0.0145344609701437,-0.0538179753800334,0.0505509958334426,-0.00579138895007968,-0.034331293583945,-0.0149116591194729,0.333868344114838,-0.0294447114242603,-0.0223260859126416,0.0263903522894753,-0.0413534850717796,-0.00482188676501354,-0.0761422828233514,0.0731889637596335
"phone",-0.00860769154772184,-0.0296973262457915,0.0963802054758663,-0.0803296335337808,0.115218207545054,-0.0454810252345091,-0.00420975663184537,0.0592508720168144,-0.0423456494653903,0.114606531659982,-0.029812874939584,0.0267033274194263,-0.0741287355047832,-0.0396065213272643,0.154963209617104
"wait",0.0505351196413523,-0.0372335178742859,-0.0183692864548721,0.0249714846955592,0.0773901339573647,-0.0376105159315104,0.00739286877525418,-0.0137342919367688,0.0883277265097508,-0.0769169435844006,-0.0529794292021901,0.177897585226858,-0.0907587922587474,0.0198342112823215,-0.00377767915034916
"call",0.00138015725225665,-0.0680704361217101,0.119924913635817,0.0564608699729093,0.155089570103148,0.0491463790901378,-0.0605904814460277,0.0342052714634134,-0.0273514054703475,0.115402660977101,-0.0536657163861201,0.0020059580570296,-0.082529249144525,-0.0753321339040884,0.0562393165929913
"move",-0.0344121828588564,-0.000351800131613641,0.00791665487116299,-0.0176923107341089,0.0892291048385861,-0.072167302589233,0.0234480667060646,0.0006657960406176,-0.0183342292032329,-0.000177260965116202,-0.0103634230468262,0.0608348808901384,0.0354925460154446,0.0354247062960158,0.0835417759833424
"quick",0.0106151079418781,-0.0217064962829609,-0.0318076494035684,-0.0546011169478849,0.0103798481719627,0.0276442501985693,0.019315922301569,-0.0231794393778823,-0.00786469414140461,-0.0368657355182582,0.00401268544425701,0.0763608793597183,-0.038695755450989,-0.00867444720001999,0.224318090174754
"answer",0.00850012574531741,0.0405304837108948,-0.0386453781122502,-0.0352796283517914,0.304719499417386,0.0470494636271794,-0.030022374891251,0.0532090182539701,-0.092492702185887,0.06463724223999,-0.00566779855009138,0.0502073208258325,-0.00631355838893277,-0.0658356760348027,-0.0299073756801498
"work",0.0101187312356726,-0.0775355083664969,-0.0643325357381632,0.104121892899707,0.0446576424793472,-0.0510914295401377,0.126058879731911,-0.0538661163505116,-0.0172783612293202,0.00576908357459086,0.12007307689772,-0.117762237201203,0.0964971074594391,0.109982130874721,0.0705213384518047
"room",-0.055295517073229,0.0291003351970947,-0.00575939536005487,-0.0923776537898864,-0.108839059876776,-0.033834237279223,0.0849573266346834,0.0180597479799736,-0.124725072876011,0.0925423598897158,0.0778980582648455,0.229379987294588,0.0304146572570661,0.0267193150566726,-0.0256041074894561
