"","RC2","RC1","RC3","RC4","RC5"
"question",0.327809491725763,-0.0402526811104481,0.142272946413715,0.121450783702705,-0.114611305427588
"move",0.0593667114852617,0.0167138132240651,0.265822315673786,0.0617035298787409,0.0489545824044417
"answer",0.205077372485106,-0.0368733864471093,0.186639264745836,0.0697529228011236,-0.049668736083911
"discuss",0.0648201682032742,-0.0294709726618682,0.245165894300409,0.0416917148594984,-0.0680496112618294
"prepare",0.180641543532614,0.226533027103366,-0.019549257569329,0.0570199422454797,-0.0534956177213786
"plan",-0.04961893698078,0.155140744148703,0.204322242653303,0.0979812964848344,-0.00312997913877101
"complete",-0.028454648013201,0.0418795223265216,0.0431302693356565,0.462659647057975,0.106059714144864
"task",-0.0653132333171991,-0.056826050817565,0.0668627602025661,0.319416844018391,0.024124238038515
"train",-0.0809664583288538,0.064867688976815,0.175151328237,0.0654179480578278,-0.0911812530346235
"day",0.0659764719932573,0.341788334195729,0.125742799310613,0.216240031219745,0.107871930684845
"study",0.262021181819075,0.265891976629772,-0.0743484516301785,0.128154902513013,-0.08292409986825
"enjoy",0.0144773469421025,0.12437416632262,0.109849817784822,-0.0820957891366139,0.222133421485146
"thought",0.0358449968152527,0.0447723496363724,0.183571879106123,0.151758864695137,0.0752952645452046
"work",-0.0170791668053638,0.136641572560772,0.0912544051606584,0.443722811818209,-0.0579434486155495
"happy",-0.100791853820698,0.192933627091716,0.230726313845204,-0.0360715943588221,0.187093684208426
"learn",0.237403759131717,-0.0452540268359307,0.0461334152192118,0.0163536841929969,-0.0241260198339973
"watch",-0.0960535763229477,-0.0390627893227645,-0.0671533307322878,-0.0364651344855467,0.547375138215316
"frustrate",0.0394301390279271,-0.0417258933492838,0.123852226397459,0.231630148596195,-0.138305733634445
"late",0.0392416906645408,0.247167709357426,-0.0117341685532356,0.107785390260762,-0.0174371091816772
"job",-0.0146975678400789,-0.0433326606243248,0.186252044667528,0.18856985939625,-0.0580862972137059
"nervous",0.241049412719284,0.099232490771864,0.022828591933748,0.045363253937084,-0.106873448398385
"call",-0.0657214291226843,-0.0309443510185102,0.239596915860997,0.147223981947011,0.0599112431461383
"begin",0.196251770840736,0.0728730190401723,0.125196048645948,0.0193514512410751,0.0494040278331402
"start",0.125151564609637,0.240331047285733,0.146318920802911,0.179082842933207,0.139130282387634
