"Filename","WC","RC2"
"13_12_1253.txt",84,1.0989
"13_12_1254.txt",88,3.26087
"13_12_1255.txt",92,0
"13_12_1256.txt",97,0.97087
"13_12_1257.txt",204,1.38888
"13_12_1258.txt",218,0.8772
"13_12_1259.txt",226,0.83334
"13_13_1260.txt",30,0
"13_13_1261.txt",41,0
"13_13_1262.txt",41,6.52174
"13_13_1263.txt",47,1.88679
"13_13_1264.txt",51,7.4074
"13_13_1265.txt",52,3.63636
"13_13_1266.txt",74,0
"13_13_1267.txt",87,0
"13_13_1268.txt",144,1.30718
"13_13_1269.txt",146,8.22784
"13_13_1270.txt",226,1.65288
"13_13_1271.txt",248,3.06513
"13_13_1272.txt",245,-1.55039
"13_14_1273.txt",34,8.10811
"13_14_1274.txt",51,1.81818
"13_14_1275.txt",51,-1.78572
"13_14_1276.txt",55,-3.38983
"13_14_1277.txt",70,5.47945
"13_14_1278.txt",95,2.9703
"13_14_1279.txt",100,0
"13_14_1280.txt",110,0.86207
"13_14_1281.txt",201,1.82648
"13_14_1282.txt",225,1.65288
"13_14_1283.txt",254,4.71016
"13_15_1284.txt",75,1.26582
"13_15_1285.txt",87,2.15054
"13_15_1286.txt",98,2.8302
"13_15_1287.txt",125,1.44928
"13_15_1288.txt",147,-1.28205
"13_15_1289.txt",211,3.49344
"13_15_1290.txt",232,2.43901
"13_15_1291.txt",251,2.99625
"13_2_1126.txt",31,0
"13_2_1127.txt",44,0
"13_2_1128.txt",48,0
"13_2_1129.txt",206,1.36365
"13_2_1130.txt",212,3.49344
"13_2_1131.txt",237,2.29885
"13_3_1132.txt",23,0
"13_3_1133.txt",49,1.88679
"13_3_1134.txt",50,1.92308
"13_3_1135.txt",64,2.94118
"13_3_1136.txt",110,2.54238
"13_3_1137.txt",203,0.45872
"13_3_1138.txt",216,1.7316
"13_3_1139.txt",228,2.81127
"13_4_1140.txt",21,0
"13_4_1141.txt",31,5.88236
"13_4_1142.txt",32,5.88236
"13_4_1143.txt",35,2.7027
"13_4_1144.txt",37,2.38095
"13_4_1145.txt",39,0
"13_4_1146.txt",40,0
"13_4_1147.txt",41,0
"13_4_1148.txt",47,2
"13_4_1149.txt",203,1.8868
"13_4_1150.txt",210,4.88888
"13_4_1151.txt",212,1.77777
"13_5_1152.txt",18,0
"13_5_1153.txt",26,6.66667
"13_5_1154.txt",30,2.94118
"13_5_1155.txt",40,7.14285
"13_5_1156.txt",40,0
"13_5_1157.txt",60,1.5873
"13_5_1158.txt",79,1.19048
"13_5_1159.txt",91,4.21052
"13_5_1160.txt",202,0.93458
"13_5_1161.txt",216,2.1645
"13_5_1162.txt",245,0.37453
"13_6_1163.txt",22,16
"13_6_1164.txt",27,3.44828
"13_6_1165.txt",27,0
"13_6_1166.txt",33,0
"13_6_1167.txt",35,5.26316
"13_6_1168.txt",38,0
"13_6_1169.txt",39,4.87804
"13_6_1170.txt",44,2.12766
"13_6_1171.txt",44,0
"13_6_1172.txt",44,4.16666
"13_6_1173.txt",45,2.04082
"13_6_1174.txt",56,1.69492
"13_6_1175.txt",71,0
"13_6_1176.txt",93,3.0303
"13_6_1177.txt",94,-1
"13_6_1178.txt",202,5.50461
"13_6_1179.txt",207,3.16743
"13_6_1180.txt",229,1.23456
"13_7_1181.txt",38,0
"13_7_1182.txt",47,3.92156
"13_7_1183.txt",199,0.46729
"13_7_1184.txt",199,0.46948
"13_7_1185.txt",207,3.16742
"13_8_1186.txt",20,4.54545
"13_8_1187.txt",29,0
"13_8_1188.txt",30,6.06061
"13_8_1189.txt",36,5.1282
"13_8_1190.txt",37,2.5641
"13_8_1191.txt",41,13.63636
"13_8_1192.txt",47,1.92308
"13_8_1193.txt",48,7.6923
"13_8_1194.txt",49,0
"13_8_1195.txt",51,3.63636
"13_8_1196.txt",53,3.57143
"13_8_1197.txt",54,0
"13_8_1198.txt",66,2.8169
"13_8_1199.txt",70,0
"13_8_1200.txt",84,6.52174
"13_8_1201.txt",90,-1.06383
"13_8_1202.txt",205,0.91324
"13_8_1203.txt",208,0
"13_8_1204.txt",213,1.33929
"13_9_1205.txt",15,0
"13_9_1206.txt",22,0
"13_9_1207.txt",25,3.7037
"13_9_1208.txt",27,3.44828
"13_9_1209.txt",34,0
"13_9_1210.txt",45,2.08333
"13_9_1211.txt",46,0
"13_9_1212.txt",48,5.66037
"13_9_1213.txt",58,0
"13_9_1214.txt",62,1.47059
"13_9_1215.txt",67,1.44928
"13_9_1216.txt",69,2.73973
"13_9_1217.txt",74,3.84615
"13_9_1218.txt",77,1.20482
"13_9_1219.txt",91,1.0101
"13_9_1220.txt",203,4.05405
"13_9_1221.txt",212,3.05676
"13_9_1222.txt",243,-2.30769
"14_1_1292.txt",10,8.33333
"14_1_1293.txt",10,0
"14_1_1294.txt",12,7.14286
"14_1_1295.txt",12,7.14286
"14_1_1296.txt",13,0
"14_1_1297.txt",14,6.66667
"14_1_1298.txt",14,0
"14_1_1299.txt",14,0
"14_1_1300.txt",19,0
"14_1_1301.txt",20,4.54545
"14_1_1302.txt",20,0
"14_1_1303.txt",20,0
"14_1_1304.txt",20,5
"14_1_1305.txt",21,4.54545
"14_1_1306.txt",21,9.0909
"14_1_1307.txt",21,14.2857
"14_1_1308.txt",22,8.33334
"14_1_1309.txt",23,3.84615
"14_1_1310.txt",24,7.6923
"14_1_1311.txt",25,-3.84615
"14_1_1312.txt",27,7.14286
"14_1_1313.txt",34,0
"14_1_1314.txt",50,1.88679
"14_1_1315.txt",98,1.92308
"14_1_1316.txt",99,0.95238
"14_1_1317.txt",151,3.70369
"14_10_1387.txt",19,0
"14_10_1388.txt",25,7.4074
"14_10_1389.txt",201,1.43541
"14_10_1390.txt",204,2.73972
"14_10_1391.txt",207,1.84332
"14_11_1392.txt",11,0
"14_11_1393.txt",14,0
"14_11_1394.txt",17,10.52632
"14_11_1395.txt",17,5.26316
"14_11_1396.txt",20,0
"14_11_1397.txt",204,0.93458
"14_11_1398.txt",203,1.89573
"14_11_1399.txt",229,0.84034
"14_12_1400.txt",213,0.44843
"14_13_1401.txt",12,0
"14_13_1402.txt",16,-5.55556
"14_13_1403.txt",17,10.52632
"14_13_1404.txt",19,4.54545
"14_13_1405.txt",19,0
"14_13_1406.txt",21,13.04348
"14_13_1407.txt",200,2.34741
"14_13_1408.txt",208,1.85185
"14_13_1409.txt",211,1.82648
"14_14_1410.txt",14,6.25
"14_14_1411.txt",21,4.34783
"14_14_1412.txt",24,3.84615
"14_14_1413.txt",201,0.93897
"14_14_1414.txt",203,1.4218
"14_14_1415.txt",208,3.22581
"14_15_1416.txt",13,-7.14286
"14_15_1417.txt",13,0
"14_15_1418.txt",20,0
"14_15_1419.txt",201,0.95238
"14_15_1420.txt",204,-9.99999999995449e-06
"14_15_1421.txt",211,0
"14_2_1318.txt",36,0
"14_2_1319.txt",47,4
"14_2_1320.txt",209,3.13901
"14_2_1321.txt",212,0
"14_2_1322.txt",312,2.40962
"14_3_1323.txt",15,12.5
"14_3_1324.txt",21,-4.54545
"14_3_1325.txt",22,0
"14_3_1326.txt",27,3.44828
"14_3_1327.txt",42,0
"14_3_1328.txt",45,-2.04082
"14_3_1329.txt",60,1.53846
"14_3_1330.txt",205,1.84332
"14_3_1331.txt",210,0.88106
"14_3_1332.txt",216,3.8961
"14_4_1333.txt",16,5.55556
"14_4_1334.txt",21,0
"14_4_1335.txt",22,0
"14_4_1336.txt",25,0
"14_4_1337.txt",30,0
"14_4_1338.txt",38,0
"14_4_1339.txt",44,2.08333
"14_4_1340.txt",205,3.65296
"14_4_1341.txt",214,5.30974
"14_4_1342.txt",253,1.476
"14_5_1343.txt",23,0
"14_5_1344.txt",25,0
"14_5_1345.txt",211,0
"14_5_1346.txt",212,1.35135
"14_5_1347.txt",216,1.3158
"14_6_1348.txt",18,4.7619
"14_6_1349.txt",24,4
"14_6_1350.txt",28,6.45161
"14_6_1351.txt",29,3.22581
"14_6_1352.txt",30,0
"14_6_1353.txt",31,12.12122
"14_6_1354.txt",207,3.19634
"14_6_1355.txt",209,1.36364
"14_6_1356.txt",218,4.329
"14_7_1357.txt",14,-6.25
"14_7_1358.txt",17,-5.55556
"14_7_1359.txt",19,4.7619
"14_7_1360.txt",19,-9.5238
"14_7_1361.txt",24,0
"14_7_1362.txt",24,0
"14_7_1363.txt",26,0
"14_7_1364.txt",204,0.46512
"14_7_1365.txt",203,0.93458
"14_7_1366.txt",209,1.83487
"14_8_1367.txt",11,15.38462
"14_8_1368.txt",13,-7.14286
"14_8_1369.txt",17,0
"14_8_1370.txt",19,10
"14_8_1371.txt",19,4.7619
"14_8_1372.txt",21,-4.34783
"14_8_1373.txt",26,-3.57143
"14_8_1374.txt",210,2.25225
"14_8_1375.txt",219,3.0303
"14_8_1376.txt",234,2.0243
"14_9_1377.txt",15,5.88235
"14_9_1378.txt",17,5.55556
"14_9_1379.txt",22,4.16667
"14_9_1380.txt",22,4.16667
"14_9_1381.txt",27,13.79311
"14_9_1382.txt",28,0
"14_9_1383.txt",207,0.91744
"14_9_1384.txt",213,1.76992
"14_9_1385.txt",220,5.1724
"15_1_1422.txt",71,0
"15_1_1423.txt",73,1.23457
"15_1_1424.txt",77,1.21951
"15_1_1425.txt",84,0
"15_1_1426.txt",85,2.24719
"15_1_1427.txt",120,1.5625
"15_1_1428.txt",149,4.45859
"15_1_1429.txt",206,0
"15_1_1430.txt",219,-0.86207
"15_10_1487.txt",42,4.25532
"15_10_1488.txt",44,0
"15_10_1489.txt",77,1.21951
"15_10_1490.txt",88,6.52175
"15_10_1491.txt",202,1.40187
"15_10_1492.txt",220,0.85836
"15_10_1493.txt",228,5.00002
"15_11_1494.txt",37,0
"15_11_1495.txt",60,0
"15_11_1496.txt",72,1.33333
"15_11_1497.txt",77,0
"15_11_1498.txt",223,0
"15_11_1499.txt",231,0.41667
"15_11_1500.txt",269,1.06008
"15_12_1501.txt",69,0
"15_12_1502.txt",85,2.17392
"15_12_1503.txt",215,2.22222
"15_12_1504.txt",234,3.64372
"15_12_1505.txt",271,1.40845
"15_13_1506.txt",88,-3.26087
"15_13_1507.txt",97,3.92156
"15_13_1508.txt",210,1.36986
"15_13_1509.txt",212,0.44248
"15_13_1510.txt",243,1.17187
"15_14_1511.txt",49,0
"15_14_1512.txt",60,0
"15_14_1513.txt",85,1.0989
"15_14_1514.txt",218,0.43668
"15_14_1515.txt",223,0.83682
"15_14_1516.txt",228,-1.25
"15_2_1431.txt",48,1.96078
"15_2_1432.txt",66,-4.28571
"15_2_1433.txt",70,3.79747
"15_2_1434.txt",79,1.20482
"15_2_1435.txt",102,4.71698
"15_2_1436.txt",202,1.86916
"15_2_1437.txt",212,1.77776
"15_2_1438.txt",213,0.8772
"15_3_1439.txt",32,5.55556
"15_3_1440.txt",46,2
"15_3_1441.txt",59,8.06451
"15_3_1442.txt",63,2.89855
"15_3_1443.txt",81,-1.14943
"15_3_1444.txt",203,-1.85186
"15_3_1445.txt",203,1.89572
"15_3_1446.txt",207,5.14019
"15_4_1447.txt",70,1.35135
"15_4_1448.txt",91,1.04167
"15_4_1449.txt",99,0
"15_4_1450.txt",111,0.8547
"15_4_1451.txt",206,0.45248
"15_4_1452.txt",213,5.28636
"15_4_1453.txt",216,3.50878
"15_5_1454.txt",75,3.65853
"15_5_1455.txt",80,4.70588
"15_5_1456.txt",85,5.55555
"15_5_1457.txt",88,4.34782
"15_5_1458.txt",209,-0.45453
"15_5_1459.txt",217,4.88888
"15_5_1460.txt",250,1.14504
"15_6_1461.txt",41,0
"15_6_1462.txt",79,0
"15_6_1463.txt",98,1.94174
"15_6_1464.txt",204,0.46296
"15_6_1465.txt",210,0.44843
"15_6_1466.txt",217,0.44053
"15_7_1467.txt",63,0
"15_7_1468.txt",68,0
"15_7_1469.txt",99,3.84616
"15_7_1470.txt",207,2.29358
"15_7_1471.txt",214,3.11109
"15_7_1472.txt",243,-0.77519
"15_8_1473.txt",59,0
"15_8_1474.txt",66,1.40845
"15_8_1475.txt",69,5.4054
"15_8_1476.txt",88,0
"15_8_1477.txt",90,0
"15_8_1478.txt",237,0.39683
"15_8_1479.txt",254,0
"15_8_1480.txt",259,1.107
"15_9_1481.txt",72,2.5641
"15_9_1482.txt",77,-1.19047
"15_9_1483.txt",81,4.65116
"15_9_1484.txt",200,-1.42857
"15_9_1485.txt",207,2.72728
"15_9_1486.txt",213,3.93013
"17_1_1533.txt",102,4.34785
"17_1_1534.txt",248,1.47059
"17_1_1535.txt",328,3.85673
"17_1_1536.txt",333,1.63934
"17_10_1619.txt",76,1.20482
"17_10_1620.txt",79,5.61798
"17_10_1621.txt",86,2.10526
"17_10_1622.txt",91,1.94175
"17_10_1623.txt",92,0
"17_10_1624.txt",96,0.95238
"17_10_1625.txt",109,0.84746
"17_10_1626.txt",112,0.8
"17_10_1627.txt",243,2.64151
"17_10_1628.txt",248,2.60224
"17_10_1629.txt",268,2.70272
"17_11_1630.txt",70,1.28205
"17_11_1631.txt",82,2.1978
"17_11_1632.txt",95,1.90476
"17_11_1633.txt",97,1.90476
"17_11_1634.txt",106,0.8547
"17_11_1635.txt",110,0.83333
"17_11_1636.txt",130,6.38298
"17_11_1637.txt",137,0
"17_11_1638.txt",164,0.54348
"17_11_1639.txt",181,0
"17_11_1640.txt",290,3.11528
"17_11_1641.txt",332,1.06667
"17_11_1642.txt",372,0.48662
"17_12_1643.txt",53,1.66667
"17_12_1644.txt",55,5.00001
"17_12_1645.txt",68,1.36986
"17_12_1646.txt",70,1.2987
"17_12_1647.txt",76,0
"17_12_1648.txt",82,6.81816
"17_12_1649.txt",88,5.31915
"17_12_1650.txt",88,1
"17_12_1651.txt",94,0
"17_12_1652.txt",95,0
"17_12_1653.txt",113,4.09835
"17_12_1654.txt",123,2.98508
"17_12_1655.txt",139,1.23456
"17_12_1656.txt",200,0.91324
"17_12_1657.txt",267,2.06898
"17_12_1658.txt",308,2.36687
"17_13_1659.txt",41,0
"17_13_1660.txt",52,3.38984
"17_13_1661.txt",53,3.38983
"17_13_1662.txt",78,0
"17_13_1663.txt",83,1.0989
"17_13_1664.txt",97,3.80952
"17_13_1665.txt",108,3.44828
"17_13_1666.txt",122,0
"17_13_1667.txt",147,0
"17_13_1668.txt",201,0.92592
"17_13_1669.txt",245,1.1194
"17_13_1670.txt",250,0.70423
"17_14_1671.txt",63,2.98508
"17_14_1672.txt",63,5.79711
"17_14_1673.txt",72,2.5
"17_14_1674.txt",74,1.25
"17_14_1675.txt",96,1.92308
"17_14_1676.txt",96,1.86916
