"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,5408,2704.5,1561.29945878425,2704.5,2704.5,2004.4752,1,5408,5407,0,-1.20066570095833,21.2308737455621
"WC",2,5408,100.918639053254,89.8700788419203,49,94.4803604436229,50.4084,10,509,499,0.535852806254851,-1.37769323774697,1.22207196490176
"RC2",3,5408,1.83682866309172,3.58737913213545,1.107,1.59968659658041,1.6412382,-18.18182,25,43.18182,0.58223795515825,5.26713776621707,0.0487819252119248
