"Filename","WC","RC2","RC1","RC3","RC4","RC5"
"10_1_760.txt",32,2.85714,2.85714,2.85714,0,5.71428
"10_1_761.txt",39,9.5238,-4.7619,2.38095,2.38095,4.7619
"10_1_762.txt",41,18.18181,-2.27272,2.27273,-6.81818,13.63636
"10_1_763.txt",44,6.38298,10.6383,4.25532,-2.12766,2.12766
"10_1_764.txt",63,4.47761,2.98507,4.47762,1.49254,0
"10_1_765.txt",85,8.69567,2.17392,6.52175,3.26087,7.6087
"10_1_766.txt",207,3.7037,6.94444,4.62962,1.3889,2.3148
"10_1_767.txt",217,6.75105,8.86075,6.3291,-0.84389,2.1097
"10_1_768.txt",238,6.71935,0.79052,4.74308,3.55731,1.18577
"10_10_846.txt",28,6.45162,9.67743,0,-3.22581,0
"10_10_847.txt",33,22.22224,-5.55556,2.77778,0,11.11112
"10_10_848.txt",36,5.26316,15.78948,10.52632,5.26316,5.26316
"10_10_849.txt",41,11.1111,-2.22222,2.22222,4.44444,4.44444
"10_10_850.txt",43,8.69566,-6.52175,2.17391,-2.17391,15.2174
"10_10_851.txt",43,6.52173,2.17391,2.17391,-2.17391,0
"10_10_852.txt",65,5.71428,8.57142,5.71428,1.42857,0
"10_10_853.txt",201,5.04589,2.75231,4.12848,4.12847,1.83488
"10_10_854.txt",205,4.54547,9.09093,2.27273,2.7273,2.27275
"10_10_855.txt",215,0.84746,6.77968,6.77968,0.84746,2.11865
"10_11_856.txt",32,5.88236,14.70589,11.76472,5.88236,11.76471
"10_11_857.txt",36,2.5641,10.2564,-2.5641,2.5641,5.1282
"10_11_858.txt",38,7.14285,4.7619,4.7619,2.38095,0
"10_11_859.txt",46,6,6,6,-2,6
"10_11_860.txt",50,1.85185,3.7037,3.7037,0,1.85185
"10_11_861.txt",50,7.40741,5.55556,3.7037,-3.70371,1.85185
"10_11_862.txt",53,8.77195,-1.75439,3.50878,0,3.50878
"10_11_863.txt",65,2.89856,4.34784,11.59423,8.69567,1.44928
"10_11_864.txt",213,1.74672,0.43668,4.3668,5.24016,0
"10_11_865.txt",212,0.8658,3.0303,8.2251,2.1645,4.7619
"10_11_866.txt",215,3.04348,2.60869,6.08694,4.78259,-0.43478
"10_12_867.txt",29,0,9.99999,6.66666,6.66666,0
"10_12_868.txt",33,2.85714,8.57142,11.42856,5.71428,2.85714
"10_12_869.txt",37,2.5641,0,5.1282,7.6923,-2.5641
"10_12_870.txt",40,7.14285,9.5238,7.14285,11.90475,2.38095
"10_12_871.txt",40,2.43902,9.75608,4.87804,9.75608,-2.43902
"10_12_872.txt",45,4.16667,0,0,6.25,0
"10_12_873.txt",44,2.08333,0,6.25,2.08333,0
"10_12_874.txt",46,-2.04082,12.24491,14.28573,-2.04082,0
"10_12_875.txt",201,-0.92593,8.33331,6.94442,0.46294,0
"10_12_876.txt",217,4.54543,4.13223,8.67766,6.61155,1.65289
"10_12_877.txt",237,2.4,9.2,6,6.8,0.4
"10_13_878.txt",29,3.22581,0,0,3.22581,3.22581
"10_13_879.txt",27,0,14.28572,7.14286,3.57143,17.85715
"10_13_880.txt",32,0,8.82354,5.88236,0,0
"10_13_881.txt",37,-7.31707,9.75609,2.43902,-7.31707,0
"10_13_882.txt",42,0,4.16666,2.08333,6.24999,2.08333
"10_13_883.txt",44,2,0,2,2,0
"10_13_884.txt",49,0,9.8039,7.84313,5.88234,-1.96078
"10_13_885.txt",205,0.9091,4.09093,6.36367,6.36366,-0.90909
"10_13_886.txt",219,6.00855,4.72101,6.86691,4.72102,-9.99999999995449e-06
"10_13_887.txt",220,2.97872,1.70212,4.68084,5.95744,0.85106
"10_14_888.txt",33,2.77778,8.33334,13.8889,2.77778,0
"10_14_889.txt",35,2.63158,5.26316,5.26316,5.26316,0
"10_14_890.txt",36,0,7.5,7.5,12.5,-2.5
"10_14_891.txt",48,3.84616,1.92308,1.92308,3.84616,3.84616
"10_14_892.txt",60,9.375,4.6875,3.125,1.5625,3.125
"10_14_893.txt",209,4.40529,2.64318,4.4053,6.16741,0.88106
"10_14_894.txt",210,9.77775,9.77775,5.77776,-0.8889,-0.44446
"10_14_895.txt",219,4.93827,2.46913,5.76131,2.88065,0.41152
"10_2_769.txt",202,0.92592,3.24073,6.0185,3.70369,1.38888
"10_2_770.txt",205,0.45045,6.75675,8.55855,3.6036,0.45045
"10_2_771.txt",214,2.5974,6.4935,4.7619,3.0303,0.4329
"10_3_772.txt",49,9.25925,5.55555,12.96295,5.55555,-1.85185
"10_3_773.txt",51,9.25925,7.4074,7.4074,3.70371,5.55555
"10_3_774.txt",52,5.35713,1.78571,3.57142,-1.78571,3.57142
"10_3_775.txt",52,10.71427,1.78572,0,-3.57143,3.57142
"10_3_776.txt",206,10.22218,3.1111,1.77776,-0.888919999999999,3.99998
"10_3_777.txt",208,6.16741,3.96476,4.4053,6.60795,2.64318
"10_3_778.txt",209,8.9686,8.52017,6.27802,3.13901,3.58744
"10_4_779.txt",27,3.44828,17.2414,3.44828,6.89656,0
"10_4_780.txt",44,2.12766,2.12766,8.51064,2.12766,0
"10_4_781.txt",44,0,10.6383,6.38298,4.25532,-2.12766
"10_4_782.txt",207,0,4.38597,1.3158,3.07019,2.19299
"10_4_783.txt",207,2.66666,8.88885,5.33331,6.2222,0.44444
"10_4_784.txt",228,5.2209,8.83537,5.22091,6.82732,-0.4016
"10_5_785.txt",24,11.11111,14.81481,3.7037,-7.40741,0
"10_5_786.txt",26,0,10.34483,10.34483,6.89655,0
"10_5_787.txt",29,3.125,6.25,9.375,6.25,6.25
"10_5_788.txt",33,0,22.85712,11.42856,0,11.42856
"10_5_789.txt",33,8.10811,10.81081,2.7027,-9.99999999962142e-06,5.4054
"10_5_790.txt",36,10.52632,-2.63158,2.63158,2.63158,5.26316
"10_5_791.txt",36,10.52632,-2.63158,2.63158,2.63158,5.26316
"10_5_792.txt",38,0,2.5,17.5,2.5,7.5
"10_5_793.txt",37,4.7619,0,4.7619,4.7619,2.38095
"10_5_794.txt",38,0,4.7619,4.7619,4.7619,4.7619
"10_5_795.txt",46,11.7647,3.92157,7.84313,-1.96079,5.88234
"10_5_796.txt",48,12,2,2,2,6
"10_5_797.txt",48,5.66038,7.54717,5.66037,-7.54717,1.88679
"10_5_798.txt",50,5.45454,0,3.63636,5.45454,-1.81818
"10_5_799.txt",53,1.75439,3.50878,8.77195,3.50878,1.75439
"10_5_800.txt",205,5.4054,12.6126,7.2072,0,2.7027
"10_5_801.txt",207,7.48901,8.37006,7.92953,6.16741,-1.11022302462516e-16
"10_5_802.txt",228,8.97959,3.26529,5.71427,0.81631,4.08163
"10_6_803.txt",204,4.54548,6.81822,5.00005,0.45455,0.9091
"10_6_804.txt",207,6.9264,7.7922,5.6277,4.7619,0.8658
"10_6_805.txt",231,6.29921,2.7559,7.87401,10.23621,0
"10_7_806.txt",22,4.16667,0,8.33333,8.33333,-8.33333
"10_7_807.txt",28,0,12.90323,0,16.12904,0
"10_7_808.txt",34,2.7027,5.4054,2.7027,8.1081,2.7027
"10_7_809.txt",35,8.33334,5.55556,11.11112,11.11112,0
"10_7_810.txt",202,3.68664,3.68664,6.45162,8.75577,-1.84332
"10_7_811.txt",212,0.43668,9.60697,7.42357,3.49344,-0.43668
"10_7_812.txt",223,2.47933,3.71898,4.95865,4.13221,-1.00000000000655e-05
"10_8_813.txt",24,16,8,4,8,0
"10_8_814.txt",23,7.69231,3.84616,11.53845,-3.84616,11.53845
"10_8_815.txt",24,15.3846,-3.84615,0,-3.84615,7.6923
"10_8_816.txt",24,11.53846,15.38461,7.6923,-3.84616,0
"10_8_817.txt",27,25.00001,0,0,-7.14286,10.71429
"10_8_818.txt",31,9.09091,18.18182,-3.03031,-3.03031,6.06061
"10_8_819.txt",31,0,0,3.0303,0,0
"10_8_820.txt",34,0,8.33333,8.33333,0,0
"10_8_821.txt",37,15.78948,0,7.89474,5.26316,7.89474
"10_8_822.txt",37,5.1282,12.8205,7.6923,0,2.5641
"10_8_823.txt",39,9.5238,-2.38095,2.38095,0,4.7619
"10_8_824.txt",39,9.5238,-2.38095,2.38095,0,4.7619
"10_8_825.txt",40,9.30232,-2.32558,2.32558,0,4.65116
"10_8_826.txt",41,13.95348,2.32558,4.65116,-2.32558,6.97674
"10_8_827.txt",43,8.69565,2.17392,0,-2.17392,4.34782
"10_8_828.txt",43,8.69565,2.17392,0,-2.17392,4.34782
"10_8_829.txt",43,8.69565,2.17392,0,-2.17392,4.34782
"10_8_830.txt",43,8.69565,2.17392,0,-2.17392,4.34782
"10_8_831.txt",50,11.32075,9.43396,1.88679,-3.77359,3.77358
"10_8_832.txt",49,0,0,1.92308,1.92308,0
"10_8_833.txt",68,2.7027,12.16215,5.4054,0,4.05405
"10_8_834.txt",203,9.50228,8.14481,7.23984,0.4525,-0.90498
"10_8_835.txt",207,3.05676,2.1834,3.49344,0.43668,0.43668
"10_9_836.txt",27,3.33333,13.33332,6.66666,3.33333,6.66666
"10_9_837.txt",32,8.57142,11.42856,2.85714,2.85714,0
"10_9_838.txt",35,5.26316,10.52632,10.52632,15.78948,2.63158
"10_9_839.txt",41,0,4.65116,2.32558,0,4.65116
"10_9_840.txt",44,10.41667,6.25,4.16667,8.33333,2.08333
"10_9_841.txt",54,1.69492,8.4746,1.69492,11.86444,1.69492
