"Filename","WC","RC2","RC6","RC9","RC3","RC15","RC4","RC5","RC7","RC13","RC14","RC8","RC12","RC1","RC10","RC11"
"10_1_760.txt",32,5.71428,0,0,5.71428,0,0,2.85714,0,0,0,0,2.85714,2.85714,0,0
"10_1_761.txt",39,4.7619,0,2.38095,0,2.38095,0,0,0,0,2.38095,-2.38095,0,0,2.38095,0
"10_1_762.txt",41,9.09091,0,6.81818,2.27273,6.81818,0,0,-2.27273,0,0,0,0,0,2.27273,0
"10_1_763.txt",44,6.38298,2.12766,4.25532,0,6.38298,4.25532,2.12766,0,2.12766,0,0,2.12766,4.25532,4.25532,0
"10_1_764.txt",63,0,0,0,0,2.98507,0,0,0,2.98507,-1.49254,-1.49254,1.49254,2.98507,0,0
"10_1_765.txt",85,6.52175,1.08696,2.17392,4.34783,0,2.17391,3.26087,3.26087,0,4.34783,1.08696,-1.08695,1.08696,1.08696,2.17391
"10_1_766.txt",207,0.46296,1.38889,5.09259,1.38889,3.24073,2.31481,1.85185,0.92593,1.38889,1.3889,0.46297,0.46296,1.38888,1.85185,0.92593
"10_1_767.txt",217,5.06329,1.68776,7.59493,1.26582,4.64135,2.53164,0.84388,3.37552,1.26582,3.79746,0.42194,0.42194,2.1097,0.42194,-0.42194
"10_1_768.txt",238,3.95256,0,4.34782,0,3.16205,0,1.58103,1.18577,-0.39526,1.97628,-0.79051,0,1.18577,3.95257,3.16205
"10_10_846.txt",28,3.22581,0,3.22581,0,6.45162,-3.22581,0,6.45162,3.22581,0,3.22581,-3.22581,0,0,3.22581
"10_10_847.txt",33,11.11112,0,8.33334,0,5.55556,2.77778,0,0,2.77778,2.77778,-2.77778,0,0,0,2.77778
"10_10_848.txt",36,0,7.89474,15.78948,-2.63158,7.89474,7.89474,2.63158,2.63158,2.63158,2.63158,5.26316,2.63158,10.52632,2.63158,-2.63158
"10_10_849.txt",41,6.66666,0,4.44444,0,2.22222,2.22222,0,0,2.22222,4.44444,-2.22222,0,0,2.22222,2.22222
"10_10_850.txt",43,2.17391,0,2.17391,0,2.17391,0,6.52174,0,0,0,0,0,0,0,0
"10_10_851.txt",43,4.34782,0,4.34782,0,6.52173,0,0,0,0,4.34782,0,2.17391,-2.17391,0,-2.17391
"10_10_852.txt",65,5.71428,2.85714,5.71428,0,2.85714,1.42857,0,1.42857,1.42857,4.28571,-1.42857,0,2.85714,0,0
"10_10_853.txt",201,4.12846,0.45872,2.29359,2.2936,2.29358,0.91744,1.37616,1.37615,2.29359,3.66975,-1.37615,1.37616,0.91744,3.21102,-0.45872
"10_10_854.txt",205,2.27273,0.45455,6.36364,-0.45455,2.72727,3.18183,0,3.18183,2.72729,3.18183,2.27273,2.27273,3.18182,1.81819,0.45455
"10_10_855.txt",215,0.42373,3.38984,4.2373,3.38984,1.27119,0.84746,0.42373,2.96611,3.38984,0,1.27119,-0.42373,0.42373,-0.42373,0.42373
"10_11_856.txt",32,0,2.94118,8.82354,2.94118,2.94118,8.82353,8.82353,2.94117,2.94118,-5.88235,5.88236,-2.94117,14.70589,5.88236,-5.88235
"10_11_857.txt",36,-2.5641,2.5641,5.1282,-2.5641,0,2.5641,0,5.1282,5.1282,5.1282,7.6923,-2.5641,7.6923,2.5641,2.5641
"10_11_858.txt",38,7.14285,0,4.7619,0,4.7619,0,0,2.38095,2.38095,7.14285,-4.7619,0,0,0,2.38095
"10_11_859.txt",46,2,0,2,2,6,0,0,-2,4,0,0,0,4,2,0
"10_11_860.txt",50,1.85185,0,3.7037,3.7037,1.85185,3.7037,0,1.85185,1.85185,0,0,3.7037,1.85185,1.85185,3.7037
"10_11_861.txt",50,5.55556,0,5.55556,0,5.55556,0,0,0,0,0,0,0,0,0,0
"10_11_862.txt",53,7.01756,0,1.75439,1.75439,3.50878,0,0,-1.75439,0,3.50878,0,3.50878,0,0,0
"10_11_863.txt",65,2.89856,1.44928,2.89856,4.34784,1.44928,1.44928,2.89856,0,1.44928,1.44928,-2.89856,5.79712,2.89856,2.89856,2.89856
"10_11_864.txt",213,-1.11022302462516e-16,0,1.31004,0.87336,1.31004,0.87336,0,-0.43668,0,3.93012,1.31004,3.93012,-0.43668,0,-1.31004
"10_11_865.txt",212,3.0303,0,2.1645,2.5974,1.7316,0.8658,4.329,-1.2987,1.2987,0.8658,0.8658,3.0303,2.1645,2.1645,0.4329
"10_11_866.txt",215,1.73914,0.43478,3.04347,1.73913,1.30435,0.43478,0.43478,-9.99999999995449e-06,0,3.04347,-0.43478,3.04348,1.30434,0.43478,0.86956
"10_12_867.txt",29,-3.33333,0,6.66666,0,0,3.33333,0,3.33333,3.33333,6.66666,3.33333,3.33333,6.66666,3.33333,3.33333
"10_12_868.txt",33,0,2.85714,5.71428,0,2.85714,2.85714,5.71428,2.85714,0,5.71428,2.85714,2.85714,5.71428,2.85714,2.85714
"10_12_869.txt",37,2.5641,0,0,0,0,0,0,-2.5641,2.5641,5.1282,0,2.5641,2.5641,0,5.1282
"10_12_870.txt",40,0,0,7.14285,0,2.38095,7.14285,2.38095,9.5238,4.7619,7.14285,0,4.7619,7.14285,9.5238,0
"10_12_871.txt",40,-2.43902,0,4.87804,2.43902,0,2.43902,0,4.87804,4.87804,2.43902,0,7.31706,2.43902,0,-2.43902
"10_12_872.txt",45,0,0,0,0,0,0,0,2.08333,2.08333,0,-2.08333,0,0,6.25,0
"10_12_873.txt",44,6.25,0,2.08333,4.16667,0,0,0,0,0,2.08333,-2.08333,4.16667,0,0,0
"10_12_874.txt",46,2.04082,4.08164,6.12245,8.16327,-2.04082,0,0,6.12245,4.08163,-2.04081,0,8.16327,-4.08163,-4.08163,-6.12245
"10_12_875.txt",201,0.92592,4.16666,5.09257,1.85184,0,0.92592,1.38889,3.24072,0.92592,2.3148,0.46296,0.92592,1.38888,1.85185,1.38889
"10_12_876.txt",217,2.06611,0,2.47935,3.30578,1.23967,3.30578,0.41322,2.47933,-0.41322,1.65288,2.06611,4.95868,3.30578,2.06611,-1.00000000000655e-05
"10_12_877.txt",237,-1.6,2.4,6,2.4,0,2.8,0,6.4,4.4,2,1.6,2.8,2,1.6,2
"10_13_878.txt",29,3.22581,0,0,0,-3.22581,3.22581,0,3.22581,0,-3.22581,0,0,0,0,0
"10_13_879.txt",27,0,3.57143,7.14286,0,3.57143,7.14286,10.71429,10.71429,3.57143,-3.57143,0,-3.57143,7.14286,3.57143,0
"10_13_880.txt",32,0,0,5.88236,0,0,-2.94118,0,2.94118,2.94118,2.94118,2.94118,-2.94118,2.94118,0,2.94118
"10_13_881.txt",37,0,7.31707,0,2.43902,-2.43902,0,0,2.43902,0,0,0,2.43902,0,0,-2.43902
"10_13_882.txt",42,0,0,0,0,0,0,0,2.08333,2.08333,0,0,-2.08333,0,0,2.08333
"10_13_883.txt",44,2,0,2,0,0,0,0,0,0,2,-2,0,0,0,0
"10_13_884.txt",49,-1.96078,1.96078,5.88234,0,0,3.92156,0,3.92156,5.88234,5.88234,3.92156,0,5.88234,1.96078,1.96078
"10_13_885.txt",205,0,0.9091,4.09093,1.36365,0,3.18183,0,3.63638,0.45455,4.09092,3.63638,0.45455,3.63637,0.9091,-2.27273
"10_13_886.txt",219,3.86264,0.42918,4.721,2.57509,4.29183,2.57509,1.71672,1.28755,1.71674,5.1502,1.28755,5.1502,4.72102,2.14591,0.85836
"10_13_887.txt",220,2.97872,0,1.70212,3.40425,0.85106,1.27659,0.85106,0,2.55318,0,-0.42553,3.40425,0.42553,2.97872,1.70212
