"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3960,1980.5,1143.29786145169,1980.5,1980.5,1467.774,1,3960,3959,0,-1.20090912909322,18.1681956543112
"WC",2,3960,131.718181818182,86.4890222523733,139,130.267361111111,121.5732,25,509,484,0.0480913390183869,-1.59635332537899,1.37440078496779
"RC6",3,3960,3.86930256818182,3.29750275553854,3.125,3.45898483270202,2.690859696,0,27.27272,27.27272,1.43270780092499,3.20595815810692,0.0524007585890041
"RC2",4,3960,1.44636695454545,2.76495391682777,0.45662,1.06850684027778,1.145894127,-11.11111,25.00001,36.11112,1.99102837345676,7.351750691709,0.0439380020113891
"RC1",5,3960,2.88130843181818,3.69095035777324,2.7027,2.79160063762626,3.131273439,-12.82051,22.22222,35.04273,0.350577080232653,2.11986424386539,0.0586530514149903
"RC7",6,3960,2.85671551262626,2.97598745967902,2.293585,2.48859035037879,2.477698881,-6.89656,25.9259,32.82246,1.49450922228114,4.33341482644324,0.0472915451477995
"RC3",7,3960,2.83009887121212,3.01864996524789,2.50001,2.59626961489899,2.629376274,-10.71429,21.42858,32.14287,0.829210257587516,2.56457338397436,0.0479694968648562
"RC4",8,3960,2.63112339141414,3.40129918314646,2.22222,2.37838332386364,2.768029026,-10.71429,22.22222,32.93651,0.933189099253155,2.6109872629632,0.0540501920993624
"RC8",9,3960,2.63148663636364,3.04767008597202,2.27274,2.41615691603535,2.701727154,-12,19.23075,31.23075,0.742126874252948,2.58214615723326,0.0484306568556204
"RC5",10,3960,2.61740488888889,3.15485334207548,2.08333,2.21585206123737,2.402360562,-7.40741,28.20512,35.61253,1.81340082713191,6.65001902022513,0.0501339106037567
"RC9",11,3960,2.02944967424242,3.47311285088429,1.90024,1.96690929924242,2.817295824,-14.81481,25.80646,40.62127,0.436711933774268,3.55947255743947,0.0551913861924379
"RC10",12,3960,2.38313501767677,3.25269269724037,2.21461,2.28093083964646,3.134794614,-13.88889,17.85715,31.74604,0.329045590316131,1.43707265925552,0.0516886800188505
