"Filename","WC","RC6","RC2","RC1","RC7","RC3","RC4","RC8","RC5","RC9","RC10"
"10_1_760.txt",32,2.85714,5.71428,-2.85714,0,0,-2.85714,2.85714,2.85714,2.85714,5.71428
"10_1_761.txt",39,4.7619,9.5238,2.38095,0,-2.38095,0,-2.38095,0,0,-4.7619
"10_1_762.txt",41,9.09091,18.18181,0,0,-2.27273,-6.81818,4.54545,0,2.27273,-6.81817
"10_1_763.txt",44,6.38298,6.38298,4.25532,4.25532,2.12766,0,4.25532,2.12766,2.12766,2.12766
"10_1_764.txt",63,2.98507,0,0,2.98507,1.49254,0,2.98507,0,0,2.98507
"10_1_765.txt",85,5.43479,7.60871,6.52174,0,0,1.08695,1.08696,2.17391,4.34783,5.43479
"10_1_766.txt",207,4.62962,-0.46297,3.24075,1.85185,1.38888,0.46296,2.77777,2.31481,2.77777,0.46297
"10_1_767.txt",217,7.59493,5.48523,5.06328,3.37552,2.1097,-1.68777,3.79747,2.53164,1.68776,0.84388
"10_1_768.txt",238,6.71936,5.53358,4.34782,-0.79051,-1.18577,1.58103,-1.58103,-0.39525,3.16206,-1.18577
"10_10_846.txt",28,9.67743,3.22581,0,0,0,-3.22581,6.45162,3.22581,-3.22581,3.22581
"10_10_847.txt",33,11.11112,19.44446,2.77778,0,-2.77778,-2.77778,2.77778,0,0,-8.33334
"10_10_848.txt",36,10.52632,0,10.52632,15.78948,5.26316,5.26316,7.89474,5.26316,5.26316,2.63158
"10_10_849.txt",41,6.66666,8.88888,4.44444,0,-2.22222,2.22222,-2.22222,0,0,-4.44444
"10_10_850.txt",43,2.17391,10.86957,-2.17391,0,0,-2.17391,2.17391,6.52174,4.34782,-8.69566
"10_10_851.txt",43,6.52173,4.34782,0,0,0,-2.17391,2.17391,0,0,2.17391
"10_10_852.txt",65,7.14285,4.28571,4.28571,2.85714,-1.42857,1.42857,0,1.42857,-1.42857,2.85714
"10_10_853.txt",201,6.42204,3.66974,2.75232,0.91744,0.91744,2.29359,-0.91743,1.37616,0.91744,2.75231
"10_10_854.txt",205,5.00001,4.54547,5.45456,2.27273,0.45454,1.8182,5.45455,0.90909,-0.45455,2.72728
"10_10_855.txt",215,2.54238,0.42373,0.84746,4.66103,2.96611,0,3.38984,2.96611,2.96611,2.96611
"10_11_856.txt",32,11.76471,-2.94117,2.94119,11.76471,0,5.88236,8.82353,8.82353,8.82354,2.94119
"10_11_857.txt",36,0,2.5641,7.6923,5.1282,0,2.5641,10.2564,0,0,5.1282
"10_11_858.txt",38,9.5238,7.14285,4.7619,0,-2.38095,-2.38095,-2.38095,2.38095,0,2.38095
"10_11_859.txt",46,6,2,0,4,0,-2,4,0,4,6
"10_11_860.txt",50,1.85185,1.85185,0,0,3.7037,-1.85185,3.7037,0,1.85185,3.7037
"10_11_861.txt",50,5.55556,7.40741,3.7037,1.85185,0,-5.55556,5.55556,0,1.85185,-1.85185
"10_11_862.txt",53,3.50878,8.77195,1.75439,0,3.50878,-1.75439,1.75439,0,1.75439,0
"10_11_863.txt",65,4.34784,1.44928,4.34784,1.44928,4.34784,2.89856,-1.44928,1.44928,4.34784,1.44928
"10_11_864.txt",213,1.31004,0.43668,2.62008,0,3.05676,1.74672,0,0,2.62008,1.31004
"10_11_865.txt",212,3.0303,3.0303,-2.5974,0.4329,2.1645,-0.4329,1.7316,4.329,7.7922,4.7619
"10_11_866.txt",215,2.60869,2.17392,4.78259,0,3.91304,2.60868,0.43479,-0.86956,2.1739,2.17391
"10_12_867.txt",29,0,0,9.99999,3.33333,0,3.33333,3.33333,0,0,3.33333
"10_12_868.txt",33,2.85714,0,11.42856,0,2.85714,2.85714,0,2.85714,2.85714,0
"10_12_869.txt",37,0,2.5641,7.6923,-5.1282,2.5641,5.1282,0,-2.5641,0,5.1282
"10_12_870.txt",40,9.5238,2.38095,9.5238,2.38095,4.7619,11.90475,-2.38095,4.7619,0,2.38095
