"Filename","WC","RC2","RC3","RC7","RC6","RC4","RC1","RC10","RC5","RC9","RC8"
"10_1_760.txt",32,2.85714,2.85714,0,5.71428,-2.85714,2.85714,0,0,2.85714,-2.85714
"10_1_761.txt",39,4.7619,-4.7619,0,7.14285,7.14285,0,2.38095,0,-4.7619,0
"10_1_762.txt",41,6.81818,-4.54545,0,20.45454,2.27272,4.54545,2.27273,0,-6.81817,-6.81818
"10_1_763.txt",44,6.38298,2.12766,6.38298,6.38298,0,8.51064,0,2.12766,2.12766,-2.12766
"10_1_764.txt",63,2.98507,2.98508,0,0,1.49254,0,1.49254,0,2.98507,0
"10_1_765.txt",85,3.26088,1.08696,1.08696,6.52175,3.26087,3.26088,4.34783,2.17391,1.08696,-1.08696
"10_1_766.txt",207,4.62962,2.3148,3.7037,-0.46297,0.46297,3.24074,1.85186,2.77777,2.31481,-0.92593
"10_1_767.txt",217,7.59493,2.1097,4.64134,4.64135,0.84387,5.48523,2.1097,2.1097,0.84388,-2.95359
"10_1_768.txt",238,6.71936,-0.39525,0,6.3241,5.13833,1.18577,4.74308,-0.39525,-0.79051,-1.18577
"10_10_846.txt",28,9.67743,0,0,3.22581,-3.22581,3.22581,-3.22581,3.22581,3.22581,-3.22581
"10_10_847.txt",33,11.11112,-8.33334,0,19.44446,8.33334,5.55556,2.77778,0,-8.33334,-2.77778
"10_10_848.txt",36,13.1579,7.89474,21.05264,0,5.26316,10.52632,5.26316,5.26316,2.63158,2.63158
"10_10_849.txt",41,6.66666,-4.44444,0,8.88888,6.66666,2.22222,4.44444,0,-2.22222,0
"10_10_850.txt",43,2.17391,-2.17392,0,10.86957,6.52175,2.17391,2.17391,6.52174,-8.69566,-2.17391
"10_10_851.txt",43,6.52173,2.17391,0,4.34782,0,2.17391,0,0,0,-2.17391
"10_10_852.txt",65,8.57142,0,4.28571,2.85714,1.42857,4.28571,1.42857,1.42857,1.42857,-1.42857
"10_10_853.txt",201,5.04589,1.83488,0.91744,4.12845,3.21103,0.45872,2.2936,0.91744,2.75231,-1.37615
"10_10_854.txt",205,5.00001,-1.00000000000655e-05,4.09092,4.09092,4.09094,7.27274,0,1.36364,2.72728,-1.81817
"10_10_855.txt",215,3.81357,5.08476,5.50849,0.84746,-1.69492,1.27119,1.69492,2.54238,4.2373,1.27119
"10_11_856.txt",32,14.70589,2.94118,17.64707,1.00000000005096e-05,5.88236,11.76471,5.88236,8.82353,8.82354,0
