"RC2","RC3","RC7","RC6","RC4","RC1","RC10","RC5","RC9","RC8","Filename"
-0.658730722530954,-0.347425888602458,-0.366006713461604,-0.416450961919161,-0.357841002123565,-0.523421117429137,-0.429484625782872,-0.548840217044806,-0.392929431893175,-0.228911485695481,"2_1_124.txt"
-0.364639319413102,-0.366992643949041,-0.74683257016143,-0.774518344678449,0.242554193339233,-0.277904811989335,-0.114610594094201,-0.327649251414295,0.143676528824854,-0.419301754357729,"2_1_125.txt"
-0.398196187668609,-0.811002387371225,0.203814672061754,-0.352101813810017,0.209492212024877,-0.658462487040932,-0.0987807145119703,-0.391498442706435,-0.64144267393953,-0.115822362766856,"2_1_126.txt"
-0.0948524726554083,-0.175295309303515,-0.37906494222852,-0.0838723462104707,0.0487480476542604,-0.66425961415705,-0.388120837658314,-0.148077096785202,0.219709474831748,-0.163578519076464,"2_1_129.txt"
-0.0600028354007291,-0.729909573594571,-0.573464506900583,-0.15376151130362,0.237599519722257,-0.963010933093117,0.66737602649303,-0.554828556540785,-0.615404010002711,-0.587122996297695,"2_1_128.txt"
0.0985797982707614,-0.6225226033843,-0.0857004470879347,-1.18451113937348,1.36728826948476,0.451330690311615,-0.231927124125773,-0.584844379723275,-1.25145383770916,0.327251705278158,"2_1_127.txt"
0.0436974522246645,-0.946802482678524,-0.647008343688406,-0.685742584041653,0.121060925558362,-0.119033957883268,1.03766750786059,0.0109427722103428,-0.477330331152068,0.174713502075967,"2_1_132.txt"
-0.171286012678282,2.53727033490389,-0.0275672951791598,-0.64054925495122,0.754409367946835,0.522658082264068,-1.26784867570291,-0.451556745275785,-0.980083484449661,-0.173130402712938,"2_1_130.txt"
0.239569844658203,0.325339935428213,-0.801604820789163,-0.551044798082433,0.544300593863664,-0.780737951937365,-0.574041993983629,-0.957386481606004,0.336735234930712,-0.34684045602876,"2_1_133.txt"
-0.425200039587117,-1.04062512735743,0.043927666005065,-0.620058972507494,1.36911615325696,-0.366427034010307,0.0566905084181325,-0.323870369533186,-0.988924618340747,-0.161964941737875,"2_2_135.txt"
-0.506827788946378,-0.944052562897404,0.221636189538177,-0.0173937936457,-0.350190807820645,-1.14834764994964,0.977655551605265,-0.150923573935508,0.168222261215289,-0.0539724835435141,"2_2_136.txt"
-0.115045257977203,-0.779005229809794,-0.119914248816196,-1.02740769975739,1.79057866592111,-0.494025621299678,-0.253181792210377,-0.20128423774453,-0.718277247211588,-0.34165369364165,"2_3_143.txt"
0.189936566563449,-1.06144503449942,0.154092060473848,-0.965676647302441,0.954119132832346,-0.729406019728222,0.622056204543033,-0.327011626096466,-0.965757387497678,-0.366352143721162,"2_3_142.txt"
-0.239320722458318,0.0300043784745765,-0.447511263171683,-0.465899890376327,0.43548671744327,-0.459445479489492,-0.528031724810854,0.0158945925366009,-0.456511720495407,-0.556256435833229,"2_3_144.txt"
-0.629279831955937,-0.20392722587849,1.28886470524851,-0.379596835005651,-0.0489236011552625,-0.587369404469991,-0.390827717955099,-0.344427492782184,-0.368417515409813,-0.109110927212716,"2_3_145.txt"
-0.18394672781869,-0.714664902795901,0.361568442991265,-0.872441557951167,0.258067036094428,-0.247643107898548,-0.161925473056769,-0.730742203080724,-0.444252359812928,-0.273306950499285,"2_2_134.txt"
-0.177430840882653,-0.46111707134821,-0.495768719206713,-0.636840612804901,-0.0686711454262243,-0.284257629860481,-0.459890411060724,-0.553543692522739,-0.258236924537937,-0.188862130269565,"2_3_146.txt"
0.223177837238022,0.18553139236292,-0.630098770686337,-0.382272258359452,1.00990130526752,-0.25756987404147,1.06844970977895,-1.02437245003161,0.629036919669077,-1.1834428926378,"2_2_139.txt"
-0.086615489015058,-0.53581286635331,-0.0105346592107034,-0.501507617243431,-0.361480065308963,-0.49944210921495,-0.460625640307837,0.104762041813985,-0.58197839179654,-0.55031743788992,"2_1_131.txt"
0.00572316254130835,-0.61172643764014,-0.258405538485191,-0.86118055584416,0.267547527651602,-0.196844260380249,0.202225110306333,-0.453180155627923,-0.217963025143941,-0.369798933055071,"2_2_137.txt"
0.326090250491286,0.47044484108014,-0.673661499579587,-1.40958164993713,4.06510161667192,-0.138151540040691,1.39376014873644,-0.298770853376601,-0.0273215740264287,-0.812288656589606,"2_2_138.txt"
0.510429229348967,-0.752782217797247,-0.972269439476683,-0.357718754747391,3.27559102316083,-1.2699715710138,0.945347800090009,-0.0201803975924206,-0.865736273635279,1.14640359046935,"2_3_147.txt"
-0.667689882463404,-0.706954466737194,-0.541644231544057,-0.622883899138139,1.56260850448918,-0.805771636899255,-0.668900213923662,-0.506225536956879,-0.265006388231807,-1.01973535653787,"2_4_154.txt"
