"Filename","WC","RC6","RC3","RC9","RC7","RC1","RC4","RC12","RC5","RC10","RC8","RC2","RC14","RC15","RC13","RC11"
"10_1_760.txt",32,2.85714,0,2.85714,0,-2.85714,0,0,2.85714,-2.85714,0,8.57142,-2.85714,2.85714,0,0
"10_1_761.txt",39,4.7619,-2.38095,-2.38095,0,2.38095,0,-4.7619,2.38095,0,0,7.14285,2.38095,7.14285,2.38095,-4.7619
"10_1_762.txt",41,9.09091,-2.27273,6.81818,0,0,-6.81818,-9.0909,0,2.27273,2.27273,20.45454,-9.09091,18.18181,2.27273,-4.54545
"10_1_763.txt",44,6.38298,4.25532,8.51064,4.25532,4.25532,0,2.12766,0,0,0,6.38298,-4.25532,4.25532,4.25532,2.12766
"10_1_764.txt",63,2.98507,4.47761,0,0,0,0,1.49254,0,0,2.98507,0,1.49254,0,0,0
"10_1_765.txt",85,5.43479,-1.08696,2.17392,1.08696,2.17391,0,5.43479,3.26087,2.17391,0,6.52175,3.26087,5.43478,1.08696,-1.08696
"10_1_766.txt",207,3.70369,2.77777,4.16667,1.85185,4.62964,0.46296,2.31481,2.77778,1.38889,1.38888,0.46296,-0.46295,0,1.85185,-0.46298
"10_1_767.txt",217,7.17299,0.84388,5.06329,3.37552,2.95358,-1.68777,3.79746,2.53164,0.42194,0.84388,5.06329,-2.53165,4.64135,1.26582,0.84388
"10_1_768.txt",238,5.53359,-0.79051,0.39526,0,3.55731,-1.18577,-0.79051,1.18577,1.18577,0.79051,3.95256,1.97628,5.13833,5.13834,-0.39525
"10_10_847.txt",33,11.11112,-2.77778,2.77778,0,2.77778,-2.77778,-11.11112,2.77778,0,0,16.66668,0,16.66668,0,-8.33334
"10_10_848.txt",36,7.89474,7.89474,13.1579,10.52632,10.52632,7.89474,2.63158,2.63158,5.26316,2.63158,0,0,-2.63158,13.1579,7.89474
"10_10_849.txt",41,6.66666,-2.22222,0,0,4.44444,0,-4.44444,2.22222,0,0,6.66666,2.22222,8.88888,2.22222,-6.66666
"10_10_850.txt",43,2.17391,2.17391,2.17391,0,0,-2.17391,-10.86957,6.52174,2.17391,0,10.86957,-2.17391,10.86957,0,-4.34783
"10_10_851.txt",43,6.52173,0,2.17391,0,0,-2.17391,4.34782,0,2.17391,0,4.34782,-2.17391,6.52173,2.17391,0
"10_10_852.txt",65,7.14285,-1.42857,1.42857,2.85714,4.28571,-1.42857,1.42857,1.42857,-1.42857,1.42857,4.28571,0,1.42857,0,0
"10_10_853.txt",201,5.04589,1.00000000000655e-05,1.37615,0.91744,1.83488,-0.45871,4.12846,2.2936,1.37616,2.29359,3.66974,-0.45871,3.66974,3.66974,-0.45872
"10_10_854.txt",205,5.00001,2.72727,5.9091,2.72728,3.18182,0.9091,-0.45455,1.81819,-1.36364,3.18183,1.36363,0.45456,4.54547,4.09092,-1.00000000000655e-05
"10_10_855.txt",215,2.11865,6.35595,2.54238,5.08476,2.11865,0.84746,1.27119,1.69492,5.08476,4.2373,0.84746,-0.84746,2.11865,1.69492,2.54238
"10_11_856.txt",32,11.76471,11.76471,14.70589,11.76471,8.82354,5.88236,1.00000000005096e-05,5.88235,5.88236,8.82354,5.88236,-5.88235,-5.88235,14.7059,8.82354
"10_11_857.txt",36,0,5.1282,10.2564,5.1282,5.1282,2.5641,0,0,-2.5641,5.1282,-2.5641,5.1282,2.5641,5.1282,2.5641
"10_11_858.txt",38,11.90475,-4.7619,0,0,4.7619,-2.38095,2.38095,4.7619,2.38095,0,4.7619,2.38095,2.38095,0,-4.7619
"10_11_859.txt",46,6,6,2,0,0,-2,-2,4,6,6,8,-4,2,0,0
"10_11_860.txt",50,1.85185,3.7037,1.85185,0,0,0,1.85185,0,0,3.7037,1.85185,0,1.85185,0,1.85185
"10_11_861.txt",50,5.55556,0,5.55556,1.85185,0,-5.55556,-1.85185,0,3.7037,0,7.40741,-1.85186,7.40741,0,-1.85185
"10_11_862.txt",53,3.50878,0,1.75439,0,0,-1.75439,1.75439,0,1.75439,1.75439,8.77195,-1.75439,8.77195,-1.75439,-1.75439
"10_11_863.txt",65,2.89856,2.89856,0,1.44928,1.44928,0,10.14495,1.44928,2.89856,4.34784,4.34784,0,1.44928,0,1.44928
"10_11_864.txt",213,1.31004,1.31004,0,0,1.31004,2.1834,4.80348,0.43668,4.80348,1.31004,1.31004,1.31004,0.43668,-0.87336,-2.1834
"10_11_865.txt",212,3.0303,3.0303,2.5974,0.4329,-2.5974,-5.55111512312578e-17,0.4329,3.8961,6.0606,3.0303,4.329,-0.4329,2.5974,2.1645,1.2987
"10_11_866.txt",215,2.17391,1.30434,0.86957,0,3.47824,-9.99999999995449e-06,4.34782,0,2.1739,0.86956,1.73914,0.43477,2.17392,0.86956,0
"10_12_868.txt",33,2.85714,5.71428,2.85714,5.71428,8.57142,0,5.71428,0,0,0,0,2.85714,0,2.85714,2.85714
"10_12_869.txt",37,0,0,0,0,2.5641,-2.5641,2.5641,0,0,2.5641,-2.5641,5.1282,2.5641,0,0
"10_12_870.txt",40,7.14285,7.14285,4.7619,2.38095,4.7619,7.14285,7.14285,2.38095,-2.38095,4.7619,-2.38095,2.38095,0,11.90475,2.38095
"10_12_871.txt",40,2.43902,7.31706,0,0,2.43902,2.43902,4.87804,0,4.87804,9.75608,-4.87804,2.43902,2.43902,0,0
"10_12_872.txt",45,4.16667,0,0,0,0,0,2.08333,0,0,2.08333,0,0,0,6.25,0
"10_12_873.txt",44,2.08333,2.08334,-2.08333,0,2.08333,0,4.16667,2.08333,4.16667,4.16667,4.16667,2.08333,0,-4.16667,-2.08333
"10_12_874.txt",46,0,8.16327,0,4.08164,4.08164,0,8.16327,0,6.12245,6.12245,2.04082,-2.04082,4.08163,-6.12245,4.08163
"10_12_875.txt",201,1.85184,1.85184,1.85184,5.09258,4.16665,0,1.85184,2.31481,1.38888,2.77777,0.46296,0.46295,0.92592,1.38888,0.46296
"10_12_876.txt",217,2.06611,7.85123,2.06612,2.06612,2.89256,4.13223,5.78511,0.82644,3.719,2.47934,1.65288,2.47932,1.65288,2.06611,3.30578
"10_12_877.txt",237,4,4.4,3.2,3.2,3.2,2,2.4,0.8,1.2,5.6,-2.8,3.6,2,3.6,4
"10_13_880.txt",32,5.88236,2.94118,2.94118,2.94118,5.88236,0,0,0,0,2.94118,0,0,0,0,2.94118
"10_13_881.txt",37,0,2.43902,0,7.31707,0,2.43902,2.43902,0,0,4.87805,0,-7.31707,0,0,0
"10_13_882.txt",42,2.08333,2.08333,0,0,0,2.08333,2.08333,0,-2.08333,4.16666,0,0,0,0,0
