"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,4398,2199.5,1269.73757131149,2199.5,2199.5,1630.1187,1,4398,4397,0,-1.20081858485165,19.1463660607786
"WC",2,4398,120.783992723965,88.4114227143947,78,117.535795454545,83.0256,20,509,489,0.222549821169735,-1.58734228529313,1.3331553712281
"RC6",3,4398,3.92150776261937,3.51708815951338,3.19149,3.47204741477273,2.871366246,-8.69566,24.24242,32.93808,1.38307576650585,2.94745781578364,0.0530341535853896
"RC2",4,4398,1.56445719645293,2.99570386030877,0.45872,1.15740619602273,1.19660646,-11.11111,25.00001,36.11112,1.95176575644298,6.97678114565417,0.0451722025204912
"RC7",5,4398,3.37276572305593,3.17175020582117,2.72728,2.90653949147727,2.63146674,0,31.81816,31.81816,1.71250134695702,4.77297542190087,0.0478268044248526
"RC9",6,4398,2.75781775807185,2.96508419790119,2.37625,2.46961823863636,2.840031495,-11.11112,21.05263,32.16375,1.02969359626416,3.57387273880779,0.0447104887944749
"RC1",7,4398,3.52151372214643,3.36885693991184,3.15315,3.26859783522727,2.821595364,-10.34483,23.80951,34.15434,0.866419944770808,2.56443830741075,0.0507989758161791
"RC10",8,4398,2.81772227603456,3.69154707466737,2.37126,2.518843,3.223454094,-10.71429,28.57141,39.2857,1.05863479851116,3.16463854300989,0.0556648186358492
"RC3",9,4398,3.83277008640291,3.47782756669211,3.45574,3.54524153125,2.859965052,-11.11111,22.72725,33.83836,0.853503047938508,2.3636292963881,0.052442143315785
"RC4",10,4398,1.65489158708504,4.00230955342723,1.6129,1.63984390625,2.927453004,-16.66667,21.05264,37.71931,0.0317835473157472,1.69954399288198,0.0603508043944226
"RC8",11,4398,2.27478956116417,3.13964924468607,1.81819,2.03205932386364,2.695648494,-13.63635,21.73915,35.3755,0.786156570523952,3.63493081648571,0.0473427542032303
"RC5",12,4398,2.96714956798545,3.23954617598485,2.2831,2.45064913920455,2.478025053,-8,25.64102,33.64102,2.01006635723864,6.34866481712902,0.0488490994971003
