"RC2","RC1","RC3","RC4","RC5","Filename"
-0.80810758413965,-0.588157212087182,-0.471692052299945,-0.724687271345549,-0.709310188185942,"2_1_124.txt"
-0.711915669805891,-0.56280227191604,-0.105355693324617,-0.365476633419437,-0.442697139205538,"2_1_125.txt"
-0.559436288390757,-0.24306917211672,-0.100708643310871,-0.469654646487075,-0.728589545582793,"2_1_126.txt"
-0.0329979156266905,-0.362143519762121,-0.321854880144361,-0.308547857689269,-0.177738923528986,"2_1_129.txt"
0.180442598979007,-1.10363682599252,0.74282415927835,-0.944681012338795,-0.825561180141396,"2_1_128.txt"
-0.861334697942897,-0.0585661374474207,0.302899440198041,0.0806743552713852,-1.16816153836882,"2_1_127.txt"
-0.613541541338748,0.378002737582427,1.03304294390752,-0.45888731064706,0.50347383341446,"2_1_130.txt"
-0.42764715459148,-0.73228323861342,-0.771487005544825,-0.518383541781129,-0.194068689988513,"2_1_131.txt"
-0.64453467086656,-1.35305622668878,0.195892004422892,-0.128790316717482,-0.0525523955387765,"2_1_132.txt"
-0.0619442835375315,-0.691062264718809,0.457844633005106,-0.277668879393748,-1.17963665820411,"2_1_133.txt"
-0.711342757656647,-0.332230134339744,0.318041457666641,-0.0206781248561957,-0.996102164848316,"2_2_137.txt"
-0.398450806793664,-0.231843346365129,0.844954824667615,-0.337850161530516,-1.1236312863935,"2_3_142.txt"
-0.380289387379751,-0.590509658094962,-0.154902167606597,-0.952005283876706,-0.408945960834732,"2_2_136.txt"
-0.855473033560148,0.316967273999924,-0.273947238617899,-0.337895618897325,-1.09294894939233,"2_2_134.txt"
-0.394769370451451,-0.149666622384915,0.471107511524575,-0.129960461095395,-1.30390303255128,"2_3_143.txt"
-0.683070872291312,0.0573992354754334,3.13304557139102,-0.124479003496542,-0.574005151270511,"2_2_138.txt"
-0.97198952105275,-0.00949815480293422,0.2864142989654,0.140388652099106,-0.55593999243019,"2_4_156.txt"
-0.497644374102044,-0.28057308806654,0.279777165079113,-0.322686927522988,-1.06408142620494,"2_2_135.txt"
-0.944546675520143,1.10676398505854,-0.134380503605982,-0.5888308688112,-0.330682579787133,"2_3_145.txt"
-0.328858958956678,0.104376943546993,2.06756977612495,-0.752901410015068,-1.17090912402061,"2_2_139.txt"
-0.0119581740938542,-0.12795909466215,4.69751573029547,0.113905618118565,0.216962088427308,"2_3_148.txt"
0.612798479187542,-1.01979407224273,0.526427692306108,0.299214314998378,-0.501984188608537,"2_3_147.txt"
-0.408137537002216,-0.658046329928967,0.346587549031004,-0.27970871022262,-0.184151544334906,"2_3_144.txt"
-0.710497526326007,0.702416134712296,1.47003650192432,0.455643247443706,-0.182253578388992,"2_2_140.txt"
-0.721717295801296,-0.668622550863938,-0.637441915452943,-0.380308323279875,-0.935103569160438,"2_4_154.txt"
0.240922802266445,-0.402676804549045,1.748327661658,-0.82084247978195,-0.577447479611087,"2_4_157.txt"
-0.624060422740905,-0.670287868606885,-0.799615031381537,-0.728101963594057,-0.79913884978748,"2_4_155.txt"
-0.638951817046013,-0.588756959341781,-0.520064990829938,-0.229097366679338,-0.805775015221443,"2_3_146.txt"
0.725836794279292,-0.433856199002248,1.50449020666927,1.63874783550626,-1.3368233722472,"2_4_158.txt"
-0.921949189679836,0.552591799613148,0.253583158296447,-1.02249065672316,-0.870063718629822,"2_5_165.txt"
0.36200676858334,-0.622361198275011,2.90101513819523,1.13375992062174,-0.764663239411296,"2_5_168.txt"
0.241473298666649,-0.165085511462242,1.88726600044906,1.2199192900633,-0.985594355499448,"2_3_149.txt"
-0.408357979120691,-0.568186394963023,0.208038497519093,-0.504210118267979,-1.29892512107599,"2_6_174.txt"
0.0465788284957853,-0.328212321100496,3.60394286346492,0.278778009249218,-0.191188472950517,"2_4_159.txt"
0.122444755429893,-0.794077367557742,-0.0657368205742465,-0.382359017541943,-1.30221544733251,"2_6_175.txt"
0.74458623617312,-0.256981414065001,-0.423933905397322,0.555633665093084,-0.711263950917297,"2_5_166.txt"
0.488725747423795,0.0830141160585253,0.53293122426782,1.03116014392116,-0.366489644430028,"2_6_176.txt"
-0.424069175801107,-0.647756321412215,-0.168986486780529,-0.879701452293989,-0.0294739047052508,"2_7_183.txt"
0.0783592104964924,-0.097636831338702,3.47295544183947,0.018397612071947,0.314074179287499,"2_6_177.txt"
0.00378334444486025,-0.466817175848726,1.66017580576174,-0.338227104472959,-1.35964042344552,"2_7_181.txt"
-1.14090826977878,-0.641114888832528,0.449534820643939,-0.0593443318595042,-1.02408307089319,"2_7_182.txt"
0.248844680761865,1.56978071370716,1.45551310381309,-0.135418393111973,-0.571673566057256,"2_6_178.txt"
-0.643406426916125,-0.465016766536261,3.80999070913813,-0.0672081896306506,-1.70220519849189,"2_7_186.txt"
-0.708654738822749,-0.284582008967656,0.0555917865543688,-0.808037117030926,-0.0113311902085926,"2_8_190.txt"
-0.363746443917164,-0.627507317123875,0.138281738399527,-0.848996877367788,-0.656787147718139,"2_7_180.txt"
0.00533204136324181,-0.100676426488589,1.55949751742147,-0.0284307686024587,-0.828759521321103,"2_8_193.txt"
-0.177950888403973,-0.568068715332687,-0.321461489537477,0.108330445770134,-0.895877706733671,"2_9_197.txt"
-0.684182652768888,-0.264665242057891,1.40220579951995,0.317504749708647,-0.114929493056262,"2_7_184.txt"
-0.484664778807634,0.434283193187373,1.12297427930158,-0.280040225514794,-0.65168799444832,"2_5_167.txt"
-0.660870276697446,-0.727337323532746,0.0705743665039953,-0.841692302213178,-0.783830570493101,"2_10_207.txt"
-0.542088103221302,-0.885252447488765,-0.17077057565666,-0.595654085834698,-0.146491848337823,"2_9_198.txt"
0.029200672397265,-0.0858718357259213,2.13847241695221,0.942784687630617,-1.53406696816718,"2_8_191.txt"
0.0672298424521722,0.0236236297055234,2.03002576576109,-0.164222304423055,-0.349096043694377,"2_8_192.txt"
