"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3960,1980.5,1143.29786145169,1980.5,1980.5,1467.774,1,3960,3959,0,-1.20090912909322,18.1681956543112
"WC",2,3960,131.718181818182,86.4890222523733,139,130.267361111111,121.5732,25,509,484,0.0480913390183869,-1.59635332537899,1.37440078496779
"RC2",3,3960,4.06459722979798,3.37349704117756,3.26088,3.65788054608586,2.775412374,-2.7027,27.27272,29.97542,1.37837028373778,2.90183198944206,0.0536083870615583
"RC3",4,3960,3.94519557070707,3.12156736698292,3.4632,3.68365599431818,2.634520896,-8.33334,25.00001,33.33335,1.05684614441316,2.86332891003725,0.0496049617371347
"RC6",5,3960,1.42271028030303,3.08396388542239,0.49628,1.12696396464646,1.750861644,-14.81481,25.00001,39.81482,1.39747398249905,5.26775504541368,0.0490074031889121
"RC7",6,3960,3.50241280050505,3.28342058284795,2.81975,3.08672134469697,2.662201038,-12,25.9259,37.9259,1.45768113026101,3.93659288313289,0.0521769781750746
"RC4",7,3960,2.70854989646465,3.9100622594868,2.43478,2.59740160353535,3.609804828,-21.42858,28.125,49.55358,0.359831521301139,2.36793935573309,0.0621349681006959
"RC1",8,3960,3.03299185353535,2.88497088106592,2.5,2.68746033775253,2.400240444,-7.14286,21.42858,28.57144,1.32528577768555,3.20225390451573,0.0458451967693209
"RC5",9,3960,1.96209813383838,3.27559806745377,1.32159,1.58817119002525,1.959389334,-11.53846,30.76922,42.30768,1.82292517566343,7.52555413922344,0.0520526702453722
"RC10",10,3960,2.83686592171717,3.33953338297005,2.63158,2.70673453598485,2.926170555,-11.42856,22.22222,33.65078,0.571310015921164,2.46349985499225,0.053068669103312
"RC9",11,3960,2.59563401010101,2.70502768725371,2.24215,2.32967385416667,2.16689403,-8.69566,19.44446,28.14012,0.927888597109692,2.33196455735642,0.0429857117111657
"RC8",12,3960,0.75346554040404,2.69335943828925,0.38987,0.615428150252525,1.602275472,-11.42857,17.39128,28.81985,0.999864122275707,4.77577059702771,0.0428002910633387
