"","RC2","RC5","RC13","RC7","RC1","RC4","RC14","RC10","RC3","RC12","RC6","RC8","RC15","RC11","RC9"
"play",-0.0412868910649528,-0.0305595531608327,0.00867613155901836,-0.0928949342355518,0.00356376549544648,-0.0433738198128103,0.00332347364731078,0.0335354000147546,0.0947581604626291,-0.0607868239369135,0.506845477172083,0.0625962323657772,0.0135675485775529,0.160829060335122,0.0129014128331628
"game",-0.0451380822962194,-0.0552183994186883,0.0137016236488537,-0.0847022577185624,0.0401277402652604,-0.086251160936436,0.107253965867824,0.000583089543932312,0.0776073478118763,-0.083831075216457,0.516890080865223,0.0469157678719237,-0.0864771175569085,0.0958657922199695,0.00498993828258834
"mind",0.0138941232672207,0.00343073334677807,0.026227373402053,0.000448630609010892,0.0195061388406952,0.504645311447364,0.0456827948397451,-0.00353483354169495,0.00032141567009562,0.00912544255589175,0.0279162999862307,-0.0375419196419423,-0.00453807232153969,0.0279295933846427,0.0180464073002963
"phone",-0.0703420813451376,-0.0426451531641308,0.06242195876209,-0.131263405900094,0.0146416098255182,0.0919154994358716,0.0466750633837687,0.249765317186735,-0.072257534219635,0.131755442115181,0.159454150333039,0.0731568147089401,0.0943244691094552,0.0266618074482629,-0.11444395927766
"wait",-0.0248176328253267,0.0297447014335114,-0.0253547962962257,0.13988988145037,-0.0185021113739888,-0.0664747864582166,-0.00405942498147225,0.31587415069327,0.0682145031066973,0.0586772726795114,0.0155508711625655,0.0237957276252384,-0.0978610943257341,-0.0357765355601605,-0.04866110776565
"computer",-0.0299050792554267,-0.045445344148987,0.104077263651606,-0.0630457811618041,0.163900233571759,0.0224315913384514,0.0172053454746326,0.0408387794279329,-0.0300052419093726,-0.0135834202154423,0.0272159007095754,0.0714572945203802,-0.0847480953396202,-0.013339553916018,0.192486854882138
"call",-0.028187465838156,-0.0641694445585068,-0.0311548245880515,-0.0722664899333994,0.00785213202207626,0.202259246392078,0.127913380982658,0.203222763438042,0.122889313568022,0.17044976433494,0.0696481978184013,0.0215286944589286,-0.00126356050080327,0.0372585539775888,-0.218001419175841
"move",0.0188839417387236,0.00185407332575451,-0.00391362438004687,-0.0019007755260267,0.0172045854002048,-0.117120679528193,0.213350529970797,0.0650819751053725,0.0494734427935711,0.137285350649281,0.0395920981934183,-0.0654487415967203,0.0288169784061406,0.158390918239298,0.198655605512865
"quick",0.0982801652495696,0.0446569671998778,0.0174418573750868,0.00666217359114482,0.077261241570799,-0.0420173147916704,0.0332437978796177,0.154270681960029,-0.0782745997276081,0.0105448807835821,-0.0661532243029069,0.0197367084153365,0.0469917821179977,0.0403430712592223,0.0165427102369326
"pay",-0.123668780031967,-0.0347082064556595,0.685630748596134,-0.0826211608353998,0.186896212814998,0.00290702721158908,0.0191902754960225,0.0877593431251168,-0.0734165182835136,-0.0523279254161272,-0.00362249371028694,-0.05944453537008,-0.157793844043793,-0.0284362686486882,-0.0356303817649484
"attention",-0.100569313797213,-0.0382293307657988,0.704764567663909,-0.0736974230545183,0.152935869949131,0.0132763983165947,0.0252979318642217,0.0948425262296496,-0.0940675536979173,-0.0858126646683417,0.0289430681470723,-0.0588262275202072,-0.101351798124234,-0.0540032240132577,-0.00598462899959438
"answer",0.193376484050035,-0.104919443225606,0.0930797997717804,-0.0372079679585695,-0.128958999000405,0.019621980092165,0.241382750408208,0.314813861805685,-0.0231986632856166,0.0439854475593659,0.142918686915044,-0.0404164320564041,0.0270687013901913,-0.108474665447128,-0.0876899701441803
"work",0.00674817628988653,-0.0122533845277652,-0.0639554983196736,0.024023335306228,0.317150152318745,0.145726486303356,0.257033187665768,-0.0256399710749397,0.0906601626057136,-0.113004487332346,0.00173086811518752,0.225587767947904,-0.080088036829257,-0.0108852380807889,0.239033135511089
"coffee",-0.0165843543437788,0.0956950787535928,-0.0544228650456509,0.118115985644511,0.0908267193293173,0.0143590538698876,0.00532399205667955,0.186341372513072,0.0408665184499772,-0.0313535740303141,-0.0992600862787531,-0.020831216161505,0.114845045657039,-0.0339502562400642,-0.0237882663516883
"told",-0.0249175989602404,-0.043028591317286,-0.00474604897723232,-0.0990431336389821,0.0994544328174487,0.0289730544114136,0.0617586290419193,0.299769656828489,0.166665508774679,0.0407444110794227,-0.0884767169077907,0.018327052132146,0.15345957443283,0.136018459106923,-0.12961663774932
