"Filename","WC","RC2","RC5","RC13","RC7","RC1","RC4","RC14","RC10","RC3","RC12","RC6","RC8","RC15","RC11","RC9"
"1_1_10.txt",113,-0.80645,-0.80645,3.2258,0,3.2258,0.80645,6.45161,4.03225,0.80645,1.6129,7.25806,0.80645,-1.6129,1.6129,1.6129
"1_1_3.txt",33,8.57142,0,2.85714,0,0,-2.85714,-2.85714,2.85714,2.85714,5.71428,0,2.85714,2.85714,0,5.71428
"1_1_4.txt",35,0,0,0,5.1282,2.5641,0,0,5.1282,5.1282,5.1282,0,0,7.6923,2.5641,-2.5641
"1_1_5.txt",38,2.43902,0,0,0,2.43902,4.87804,4.87804,0,4.87804,4.87804,-2.43902,7.31706,7.31706,0,4.87804
"1_1_6.txt",38,6.97674,2.32558,0,2.32558,9.30232,0,0,2.32558,2.32558,0,-2.32558,2.32558,4.65116,0,-2.32558
"1_1_7.txt",59,0,0,1.51515,1.51515,3.0303,0,4.54545,3.0303,4.54545,3.0303,1.51515,3.0303,6.0606,4.54545,0
"1_1_8.txt",93,-0.96154,1.92308,0.96154,0.96154,2.88462,0.96154,0,0,-0.96154,0,0,0,0,0,0
"1_1_9.txt",109,0,2.54238,0,0.84746,8.4746,2.54238,1.69492,5.08476,6.77968,2.54238,-0.84746,0.84746,1.69492,-3.38984,4.2373
"1_10_83.txt",41,2.22222,4.44444,0,4.44444,0,4.44444,6.66666,2.22222,0,2.22222,2.22222,2.22222,-2.22222,0,0
"1_10_84.txt",205,1.79372,1.34529,0,0.89686,2.69058,1.34529,-1.11022302462516e-16,1.34529,2.24215,1.79372,0,3.13901,0.89686,1.79372,0.44843
"1_10_85.txt",214,1.73913,1.73913,-0.86957,0.43478,5.65217,3.91303,5.21738,2.60869,2.1739,-1.73914,-1.73914,3.47826,0.86957,0.43478,2.60869
"1_10_86.txt",213,1.27659,2.55319,0,0.85106,1.27659,1.70213,-0.42553,2.12765,1.27659,2.55318,2.12765,0.42553,0.42553,1.27659,0.42553
"1_11_94.txt",204,1.8018,0.9009,0,0.9009,1.8018,2.7027,3.6036,2.7027,0.9009,4.95495,0,2.25225,0.45045,0.45045,1.8018
"1_11_95.txt",207,1.79372,0.44843,1.34529,0.44843,1.79372,2.24215,3.13901,1.34529,3.58744,1.34529,0.44843,1.34529,1.79372,-1.34529,1.79372
