"RC1","RC2","RC7","RC3","RC6","RC8","RC4","RC10","RC5","RC9","Filename"
-1.5645191179706,2.00977741682766,-1.03450920804263,-0.251335516063336,1.7606564070497,-1.35179810721307,-0.400452359591145,1.29729542796486,3.70552254391167,-2.85775094539653,"1_1_10.txt"
-0.195933205201687,-0.239708715824773,-0.462828229622708,-0.681676123423313,-0.697983368859511,-0.531032577877927,-0.459931454119441,-0.592418516777543,-0.390137557848001,0.0400374236058827,"1_1_3.txt"
-1.02320190692773,0.0292607825718687,-0.755714670327412,-0.0999430265880072,-0.353219714282031,-0.269013598446764,-0.536988951886641,-0.260949973532274,-0.764160166608768,0.633211108567412,"1_1_7.txt"
-0.579362531697162,-0.945498895318415,-0.544379652208021,0.398861424337816,-0.306156721974487,0.224657623061709,-1.05972356079136,0.118127208823241,-0.912105094271576,-0.37841949329342,"1_1_4.txt"
-0.498570566036027,-0.452855695468183,-0.531681935289443,-0.27457083985019,0.195176822842782,-0.613380968395156,0.391082579376783,-0.495312277362363,-0.877735352966504,0.0776037978029992,"1_1_5.txt"
0.46312988644308,-0.465289056257068,-0.440666643767347,-0.125410664326184,-0.367941701045553,0.314114389809703,-0.79144901238248,-0.60265805824291,-0.666301812904196,-0.169930580598541,"1_1_6.txt"
-1.16351223143774,0.648663277030434,-0.361644071794923,-0.54697182300797,-0.540892715087913,0.4628860861544,0.153249803255149,-0.167656988485267,-0.88202253381598,-1.16811649805707,"1_1_8.txt"
-0.241242895360195,-0.666505560756897,-0.145742064311106,1.11349327468193,0.133837113064122,0.323399724541314,-0.113641945661643,-0.493542556369217,-0.234958740268683,-0.197113815350671,"1_10_84.txt"
-0.949996992179528,-0.284695245755634,0.680817767002788,0.129629484870441,-0.166689120150782,0.277293428359052,-0.0578325493612814,-0.0761263760578317,0.497607768554295,-0.448041331468939,"1_10_86.txt"
-0.191083152743925,-1.01896280807019,-0.519821511983736,1.62394570935032,1.60407579712857,0.636634019067435,0.48879268556363,-0.207284366362216,-1.00524094776195,-0.971711007596288,"1_10_85.txt"
-1.34706556182011,2.12315086362481,-0.315590035557852,1.76434729577988,1.01852116411636,-0.675171778508487,-0.326212806131125,0.109464423187484,-0.475309420163063,-1.7106589197026,"1_1_9.txt"
-0.658256920663242,-0.575606092318959,-0.126771788544276,-0.498847872739775,0.370639150052926,0.0835171633759139,-0.521736561788341,-0.846425869111708,-0.483855419531139,-0.764144882997973,"1_10_83.txt"
-0.311124721820413,0.226780591500051,-0.455775180296298,0.588245050832318,2.24566737958459,-0.728631147676725,-0.68473225684649,-0.28749112955311,-0.122338000855993,0.757008434172797,"1_11_95.txt"
1.04148076631535,-0.520011261498699,-0.347479899879067,1.2954660439152,0.235116686921105,-1.28397598352648,0.49727633839922,-0.39658096688475,-0.720892851267289,-0.0341735799013595,"1_12_100.txt"
-0.358026927537938,-0.272883335714953,-0.214264481930734,-0.397052205552579,1.4381588033176,-0.221721422557135,0.294527789125732,0.734632678891922,-0.505669285894926,1.66817961843317,"1_11_94.txt"
0.760503906027672,-0.069611498049511,-0.669019777108563,0.0641972773337879,3.02012755659875,-1.97462047615502,0.259995130529718,1.80863189137187,-0.123366173052217,0.346538960750799,"1_12_99.txt"
0.9787824288214,-0.278911144070725,-0.420996972420656,1.32108834201739,1.36608774583315,-0.602298121878035,0.685601826200037,0.38288564028312,-0.580139539786607,-1.75025814269231,"1_12_98.txt"
0.968507990181321,0.883775175460535,-1.20920537855077,0.949008894467412,0.464320722826144,-0.441815200459661,-0.662822606325826,0.176183221354953,0.252201731616625,-0.379064149198088,"1_13_112.txt"
