"Filename","WC","RC3","RC7","RC2","RC9","RC4","RC1","RC5","RC6","RC8","RC10"
"1_1_10.txt",113,1.6129,0.80645,0,-1.6129,1.6129,3.2258,4.8387,4.03225,-2.22044604925031e-16,1.6129
"1_1_3.txt",33,0,0,2.85714,2.85714,0,2.85714,0,-2.85714,0,5.71428
"1_1_4.txt",35,7.6923,0,0,2.5641,-2.5641,5.1282,0,0,2.5641,0
"1_1_5.txt",38,4.87804,0,2.43902,2.43902,2.43902,2.43902,-2.43902,0,2.43902,2.43902
"1_1_6.txt",38,2.32558,0,4.65116,6.97674,2.32558,4.65116,0,6.97674,4.65116,-2.32558
"1_1_7.txt",59,3.0303,-1.51515,3.0303,0,1.51515,3.0303,1.51515,-1.51515,-1.51515,3.0303
"1_1_8.txt",93,-0.96154,0,1.92308,1.92308,2.88462,2.88462,0.96154,0,0,-1.92308
"1_1_9.txt",109,5.08476,0,1.69492,3.38984,2.54238,4.2373,0,3.38984,-0.84746,5.93222
"1_10_83.txt",41,4.44444,2.22222,0,2.22222,6.66666,0,2.22222,4.44444,2.22222,2.22222
"1_10_84.txt",205,2.69058,0.44843,0,1.79372,1.79372,1.34529,-0.44843,-1.11022302462516e-16,1.79372,0
"1_10_85.txt",214,2.60868,0,-3.04348,4.34783,3.91303,3.47825,-0.86957,3.91304,2.60869,3.04347
"1_10_86.txt",213,0.42552,0.85106,1.70213,1.70213,2.97872,3.40425,2.12765,-0.85106,0.42553,-9.99999999978796e-06
"1_11_94.txt",204,3.15315,1.35135,0.9009,2.25225,2.7027,2.7027,0.45045,2.7027,0,1.8018
"1_11_95.txt",207,2.69058,0.89686,1.11022302462516e-16,1.79372,1.79372,2.24215,0.44843,1.79372,2.24215,2.24215
"1_12_100.txt",218,3.40424,0.85106,1.70212,2.55319,0.85106,2.12765,-2.12765,1.27659,2.97872,1.27659
"1_12_98.txt",204,2.27274,0,1.36365,1.36364,3.63638,5.00002,0.90909,1.00000000000655e-05,4.09093,0.45455
"1_12_99.txt",207,3.65296,0,3.19634,4.10959,3.65297,6.39269,1.36987,5.93606,5.93607,0.91324
"1_13_109.txt",37,2.5,0,2.5,0,2.5,0,0,2.5,5,0
"1_13_110.txt",201,-0.92593,0,1.85185,6.48148,3.7037,5.55555,1.85184,4.62963,0,-0.46296
"1_13_111.txt",209,2.57509,0.42918,0,0.85836,1.71672,3.43345,1.28754,-0.85836,1.28754,-0.42918
"1_13_112.txt",216,1.24482,0,0.82988,0.82988,0.41494,1.24482,0.41494,0.41494,2.48964,0.82988
"1_14_118.txt",204,0,0.45455,0,0.9091,0.9091,1.8182,0.9091,-0.45455,0,-0.45455
"1_14_119.txt",208,2.22221,2.22222,-1.33333,1.77777,1.77777,2.66666,1.33333,2.22222,1.77777,2.22221
"1_14_120.txt",208,3.50877,1.75438,1.31579,1.31579,0.4386,2.193,0,0.8772,9.99999999995449e-06,0.8772
