"","RC7","RC2","RC9","RC6","RC1","RC8","RC4","RC3","RC5","RC10"
"relieve",0.0125140332116645,-0.0366033530310011,0.0114985715360635,-0.0226518928130299,0.0187939602366229,0.07208812904703,0.013678652080201,0.00846402158344228,0.0503494625534054,0.00612927264711088
"frustrate",-0.018740651068315,-0.0086700872321365,-0.0161188807880601,-0.016315603771612,0.0388127346854278,-0.0134211819822476,0.0490748828683307,0.181528576293129,-0.0301528512269206,-0.036830822585746
"long",0.0292501477380427,0.000563718223945695,0.000900274578811943,0.0127914454859376,0.0928553201164535,-0.0243056689134974,-0.0202739168871581,0.046864313554949,0.0425868288514607,-0.00925681908424
"happy",0.177990117319258,-0.0417219050158161,-0.0353956455835028,0.0392632049556924,0.00917241842331418,0.0280060999883042,-0.0306347259373211,-0.051192507801451,0.0772047899592948,0.035098251726965
"place",0.0902733780895223,-0.0191102311599882,-0.0137757793286116,0.0243281843902224,0.0161440569322741,-0.0319010691371194,0.0132380850451762,0.0413207697821369,-0.00816900762329864,-0.000466744999375536
"work",-0.0118170560673523,-0.097390049107574,-0.047096277253045,-0.0152799876813851,0.197167685354715,0.00414140576659137,0.0233048309088428,0.0724110295283679,-0.0290477733427448,0.163535520251233
"email",-0.0535879161091849,-0.0656067648115448,0.0385591273233861,0.00517984089764878,-0.0322670140328855,0.0200705513973649,-0.0350336512976002,0.102712528720317,0.0210223802185642,0.126094893781936
"lunch",0.0371038862118746,-0.0101084253246412,-0.03250724496444,0.240335371746484,-0.026658814330841,-0.00280796103054345,0.000424837174072201,0.0263201433558536,-0.0106531853151643,-0.00470384139443808
"class",-0.0157368332305339,0.234179998399006,0.0809026500366501,-0.0209908589025457,-0.0214259518620579,0.0731928229602569,-0.0399255364823833,-0.083943820607129,0.0154973369415317,-0.01532013886575
"call",0.0549365589229034,-0.0604663160361238,0.028663757842959,-0.0149084911532638,-0.147933839629794,0.0506989442739727,0.109708619062638,0.130546896935974,0.0793806523442649,-0.0452678136462474
"question",-0.049058941634356,0.0431436396486129,-0.0520995377668656,0.0148751339467942,-0.0483259943347024,0.133020294687567,-0.0215536400046126,0.236181153266228,0.054340217804134,-0.0138235254253552
"move",0.00170292264715556,0.00272827297761036,0.0910868641798794,-0.0373829786307808,-0.0169137594706063,-0.0333219084485194,-0.0262035567204803,0.0747285142067587,0.0335644983326231,0.039899876940471
"answer",-0.0774786159507102,-0.00447175940291376,0.0421998540871568,0.0169237985937459,-0.128302339015714,0.0892643095153097,-0.0139273214929561,0.245293562548385,0.096257235878957,-0.0104320348341876
"discuss",0.166433562354684,0.0650413825308543,-0.0847775159505174,-0.00621662114882619,-0.00195932422474985,-0.0298627821012739,0.029437590940465,0.0492480324831377,-0.0523663262218501,-0.00689561304372179
"study",-0.00259389088478499,-0.0140251091953256,-0.0816217921770487,0.0278658359986088,0.0920759239806345,0.220306633921949,0.00307617205756831,0.0163836457335267,-0.0307609169250505,-0.0259004076670005
"enjoy",0.0422540129032747,0.0524770303845063,-0.0475433217488436,0.105213377867937,-0.00399027538898053,-0.0238407480500094,-0.0548682159743133,0.0310712757587111,0.132576932128207,0.0313547378731017
"thought",0.0265157740285785,0.0190837676630642,0.0924788823910606,-0.0136226341686604,-0.0355936510736244,-0.0441373479542937,0.0581593399133429,0.00369455714372288,-0.0029936885075572,0.0917879192552735
"learn",0.0285805943213236,0.138512759156052,-0.0649393272326594,0.0108828448552064,0.0454357155663485,-0.0262891604677094,-0.00525159209605878,0.0451859266504887,-0.0171315687614031,-0.000298320042051626
"prepare",-0.0216516274583609,-0.0100700227194404,0.0279372114248578,0.0736194606992267,-0.0763386755607234,0.169629360302225,0.0389885879313986,-0.00538550311755039,-0.0343805919567745,0.0358757916041567
"plan",0.163919604845663,-0.0551648053523699,0.0392937493275575,-0.0567332707643963,0.0112689585539464,0.0433876418818812,0.0450084900606317,-0.0708409047312816,-0.0691533326884605,-0.00943349474425085
"complete",-0.0105321302663803,-0.0127344219401255,0.0162969776798403,-0.0243578065635773,0.0304197319975873,-0.0375430922977244,0.194873352904343,0.0598506137657284,0.0244506553379948,0.0128846684378948
"train",-0.0448205406916561,-0.079824286705068,0.146671230407817,-0.0420410498868793,0.0494401213829201,-0.0644065978316046,-0.0774081122409494,0.0833134536452263,-0.0266951111531548,0.00636850396426591
"day",-0.00744198499289956,-0.0410076265626831,0.127286282151312,-0.00775832392905338,0.0711246369035816,0.0412331958393884,0.0171940663798906,0.0139613434304367,0.0424538017676503,-0.00608922922565607
"start",0.0353889384166739,0.0220143353194772,0.0985729389543713,-0.0113253915276855,0.0209834872315799,0.0079731538239909,0.046316781850107,-0.0446908894553408,0.0281838429859691,0.0969571875162855
"conversation",0.170401043039101,-0.00464474056960867,-0.0743831395792816,0.0209258139875383,-0.0327668805424088,0.00538208419540035,-0.00521314417461074,0.088781231163115,0.010391280000861,-0.0310933255829293
"friend",0.262159839674983,0.028556476401341,-0.0303028600999372,-0.00245466867894659,-0.0396528648253999,0.0458158438520487,0.062646873326782,-0.0808151308827596,-0.0314255962137399,-0.10172779375075
"weekend",0.114223236168249,-0.0378968160477828,0.0243568136725051,-0.0770941795198352,0.12647047437582,0.0561989754294162,-0.0763476289971134,-0.101702512871177,-0.0103010735345874,-0.00964255002060907
