"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,4398,2199.5,1269.73757131149,2199.5,2199.5,1630.1187,1,4398,4397,0,-1.20081858485165,19.1463660607786
"WC",2,4398,120.783992723965,88.4114227143947,78,117.535795454545,83.0256,20,509,489,0.222549821169735,-1.58734228529313,1.3331553712281
"RC7",3,4398,2.90865432469304,2.99790626637943,2.5,2.54645415340909,2.519293224,-9.52381,21.73915,31.26296,1.3469867432779,3.99409298724312,0.0452054125898757
"RC2",4,4398,1.26985466803092,3.56713898769618,0.45249,1.0653285,2.374124445,-15.38461,26.08698,41.47159,0.809835676664976,3.67362929277402,0.0537888697564195
"RC9",5,4398,3.55049698726694,3.27534732511838,3.12501,3.24853260795455,2.583082089,-13.63636,28.57144,42.2078,1.18204873318242,4.35239973435897,0.0493889448338016
"RC6",6,4398,1.41963637789905,2.29701997170077,0.796815,1.03705761931818,1.181357919,-5.88235,31.81816,37.70051,2.60031623266912,14.6460055503781,0.0346367518932881
"RC1",7,4398,3.1456791359709,3.48184764709453,2.66666,2.80848648011364,2.86942404,-15.78947,23.07691,38.86638,0.98914729195482,3.07403270439591,0.0525027620867166
"RC8",8,4398,3.0715088517508,3.44816805963834,2.63158,2.80240600852273,2.994236721,-12,25.00001,37.00001,0.794167129385856,2.5412934683924,0.0519949077672243
"RC4",9,4398,3.15978515234197,3.1516220752689,2.67858,2.77535265625,2.474815224,-11.42857,24.24241,35.67098,1.30792502369772,3.97688414847372,0.0475232924516856
"RC3",10,4398,1.01952823556162,3.59543728251109,0.493185,0.976754758522727,2.884894971,-14.81481,21.05263,35.86744,0.149472169338271,2.10558078122743,0.0542155795928957
"RC5",11,4398,2.67752032969532,3.02824612006285,2.11865,2.24523042045455,2.430025878,-9.09091,26.08698,35.17789,1.74283512664723,5.96005892366796,0.0456629070816336
"RC10",12,4398,1.65649510231924,2.82968903089856,1.23457,1.43945513636364,1.830373482,-11.53845,27.2727,38.81115,1.33549165614934,6.74547459717845,0.0426688657938929
