"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"Filename*",1,3960,1980.5,1143.29786145169,1980.5,1980.5,1467.774,1,3960,3959,0,-1.20090912909322,18.1681956543112
"WC",2,3960,131.718181818182,86.4890222523733,139,130.267361111111,121.5732,25,509,484,0.0480913390183869,-1.59635332537899,1.37440078496779
"RC6",3,3960,2.9774464520202,3.02389121753053,2.33465,2.59921015467172,2.493755439,-11.42857,21.21211,32.64068,1.22187321406748,2.79173534857292,0.0480527858310611
"RC7",4,3960,2.4648100530303,2.60238080097272,1.88236,2.05495259785354,2.146182108,-4.54545,18.5185,23.06395,1.88954932469285,5.47040795105691,0.0413545456116411
"RC2",5,3960,1.39261625757576,3.21645423911471,0.6804,1.10450809974747,1.762455576,-11.11111,25.00001,36.11112,1.3270357205951,4.73287582675112,0.0511128131169379
"RC8",6,3960,2.66225751515152,3.14273321982101,2.22221,2.38045063131313,2.688932316,-11.1111,20.58826,31.69936,1.06767189656429,3.3101075646721,0.049941309217978
"RC3",7,3960,2.79365466414141,2.81711046898198,2.434775,2.51840546717172,2.384487819,-8.69565,21.05263,29.74828,1.10811299124831,3.21264081645744,0.0447668240324404
"RC14",8,3960,3.12450232575758,3.14153457117153,2.73972,2.8706495959596,2.594661195,-10.34483,26.92307,37.2679,1.02633475067718,4.005291889985,0.0499222614405625
"RC9",9,3960,3.43855317424242,3.18036868753137,3.125,3.2005710385101,2.681230209,-11.11112,21.42858,32.5397,0.807377309010667,2.72181345690001,0.0505393760594878
"RC4",10,3960,2.59660748737374,3.14732401984916,2.22222,2.31087891729798,2.60507646,-10.71429,21.42858,32.14287,1.08653158370665,3.18467616079552,0.050014261819337
"RC1",11,3960,2.11349207828283,3.34833733562521,1.80996,1.96732246527778,2.683446696,-10.71429,21.875,32.58929,0.682457737582082,2.37802234326051,0.0532085730948816
"RC10",12,3960,0.505929525252525,3.29456726070799,1.00000000000655e-05,0.523305252525253,2.745567636,-15.625,21.05263,36.67763,-0.0813930933995681,2.23853658874389,0.0523541105139733
"RC5",13,3960,1.69293009090909,2.75053217222512,1.195225,1.39572321969697,1.772040585,-10.71429,28.20512,38.91941,1.76162141064566,8.62649249210905,0.0437088254455512
"RC13",14,3960,1.23612895707071,1.97036893837696,0.45249,0.883342780934343,0.670861674,-5.88235,18.18181,24.06416,2.32434566409233,9.01393325659,0.031311217829233
"RC15",15,3960,2.89623604292929,2.86705048998954,2.5,2.60622701704545,2.394591738,-7.69231,22.22222,29.91453,1.11106697719506,2.89022155681044,0.0455604230613878
"RC11",16,3960,2.1062330530303,3.11498446372285,1.61943,1.82033637626263,2.400966918,-10.34484,21.42858,31.77342,1.23636530337103,3.64090501500765,0.0495003525373496
"RC12",17,3960,1.19667398484848,2.02147171426545,0.88888,1.10190443181818,1.317853488,-7.14286,13.51351,20.65637,0.694572129753257,3.34676620277521,0.032123294246171
